dataset_folder,dataset_display,config_model,seed,run_name,condition_key,condition_label,epoch,train_accuracy,eval_accuracy,train_loss,eval_loss
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,91.0,1.0,0.988029,0.001583,0.047294
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,92.0,1.0,0.987053,0.001579,0.045064
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,93.0,1.0,0.987053,0.001596,0.046062
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,94.0,1.0,0.988029,0.001533,0.043852
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,95.0,1.0,0.988029,0.001563,0.046259
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,96.0,1.0,0.987053,0.001547,0.047036
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,97.0,1.0,0.987053,0.001555,0.044569
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,98.0,1.0,0.988029,0.001579,0.046691
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,99.0,1.0,0.988029,0.001577,0.045246
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M4_area0.1,cam_high_M4,cam_high M4,100.0,1.0,0.987053,0.001539,0.045304
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,1.0,0.534362,0.709173,1.846328,1.263912
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,2.0,0.969658,0.977287,0.101972,0.082096
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,3.0,0.982329,0.977923,0.057374,0.081631
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,4.0,0.984077,0.980513,0.051752,0.072022
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,5.0,0.986632,0.98183,0.045043,0.077621
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,6.0,0.986622,0.97924,0.043949,0.075879
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,7.0,0.988557,0.978264,0.038334,0.074676
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,8.0,0.984107,0.978264,0.053458,0.083235
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,9.0,0.987629,0.971176,0.041219,0.099975
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,10.0,0.987153,0.970835,0.043693,0.103882
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,11.0,0.986471,0.870634,0.046229,0.534127
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,12.0,0.985551,0.960818,0.049045,0.188242
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,13.0,0.987857,0.977287,0.042042,0.082923
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,14.0,0.987155,0.574395,0.043609,1.86371
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,15.0,0.98598,0.979877,0.046971,0.082102
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,16.0,0.987066,0.96536,0.044422,0.139549
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,17.0,0.988539,0.832932,0.038674,1.534045
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,18.0,0.988375,0.938313,0.039181,0.297603
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,19.0,0.986233,0.983443,0.046828,0.078415
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,20.0,0.987515,0.980853,0.042002,0.071496
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,21.0,0.986622,0.981489,0.045741,0.081758
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,22.0,0.986696,0.97924,0.044946,0.089124
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,23.0,0.988688,0.979877,0.03752,0.078136
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,24.0,0.986426,0.978264,0.046816,0.084628
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,25.0,0.987527,0.982466,0.04246,0.080461
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,26.0,0.98747,0.947014,0.042178,0.248891
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,27.0,0.987381,0.969859,0.042415,0.097674
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,28.0,0.987108,0.978264,0.043821,0.088706
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,29.0,0.988512,0.978264,0.038022,0.079328
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,30.0,0.987956,0.963659,0.040401,0.166701
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,31.0,0.986964,0.987053,0.045343,0.049619
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,32.0,0.993375,0.835641,0.024126,0.604036
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,33.0,0.998958,0.989982,0.00503,0.042153
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,34.0,0.994583,0.861586,0.020791,0.310479
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,35.0,0.999836,0.986416,0.00219,0.046314
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,36.0,0.999911,0.989302,0.00231,0.046044
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,37.0,0.999003,0.686366,0.006216,2.101611
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,38.0,0.98653,0.980513,0.048251,0.075499
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,39.0,0.988509,0.9789,0.038226,0.070317
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,40.0,0.986381,0.97924,0.04695,0.088087
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,41.0,0.98744,0.976014,0.041655,0.10276
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,42.0,0.992215,0.96761,0.026836,0.130738
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,43.0,0.999821,0.989642,0.002271,0.045186
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,44.0,1.0,0.987053,0.001724,0.039
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,45.0,0.996369,0.861246,0.016193,0.608374
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,46.0,0.99872,0.989006,0.005419,0.049198
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,47.0,0.999985,0.988029,0.001616,0.045055
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,48.0,0.99436,0.982466,0.021507,0.078548
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,49.0,0.986607,0.974401,0.045186,0.098291
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,50.0,0.98848,0.97924,0.038374,0.093324
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,51.0,0.988733,0.98183,0.037456,0.082191
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,52.0,0.989688,0.97631,0.036765,0.088561
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,53.0,0.98814,0.978264,0.039763,0.082069
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,54.0,0.992545,0.983191,0.024924,0.074936
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,55.0,0.998765,0.986416,0.006718,0.057667
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,56.0,1.0,0.989006,0.00146,0.04212
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,57.0,0.996354,0.979877,0.014766,0.143086
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,58.0,0.999182,0.987393,0.00434,0.049491
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,59.0,1.0,0.987393,0.001461,0.049694
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,60.0,0.998958,0.956231,0.006064,0.157844
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,61.0,0.997545,0.990619,0.010593,0.040687
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,62.0,1.0,0.992232,0.001357,0.036203
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,63.0,1.0,0.992232,0.001622,0.032954
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,64.0,1.0,0.993208,0.001689,0.035434
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,65.0,1.0,0.991255,0.00172,0.031904
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,66.0,0.99692,0.986757,0.014578,0.054602
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,67.0,0.999926,0.989006,0.001887,0.036095
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,68.0,1.0,0.989006,0.001413,0.040985
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,69.0,1.0,0.990619,0.001529,0.04079
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,70.0,1.0,0.989006,0.001671,0.039274
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,71.0,1.0,0.989982,0.001708,0.038341
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,72.0,1.0,0.987393,0.001685,0.035271
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,73.0,1.0,0.989006,0.00171,0.038731
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,74.0,1.0,0.988369,0.001737,0.039324
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,75.0,1.0,0.989642,0.001716,0.035015
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,76.0,1.0,0.988029,0.001663,0.035339
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,77.0,1.0,0.988029,0.00181,0.033925
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,78.0,1.0,0.990619,0.001627,0.035073
malimg,MalImg,resnet18,42,resnet18_seed42_cam_high_M8_area0.1,cam_high_M8,cam_high M8,79.0,1.0,0.988029,0.001651,0.032197
