epoch,lr,train_loss,train_acc1,train_precision,train_recall,train_f1,eval_loss,eval_acc1,eval_precision,eval_recall,eval_f1,eval_split
154,0.01367068,0.002844,0.999877,0.999876,0.999876,0.999876,1.612319,0.643382,0.639837,0.644648,0.637287,val
155,0.01312215,0.002974,0.999827,0.999827,0.999826,0.999826,1.605195,0.643382,0.642277,0.644737,0.638705,val
156,0.01258321,0.002837,0.999926,0.999926,0.999926,0.999926,1.607846,0.643874,0.641838,0.645388,0.638951,val
157,0.01205397,0.003030,0.999901,0.999901,0.999901,0.999901,1.617018,0.640953,0.639059,0.642894,0.636267,val
158,0.01153458,0.002804,0.999901,0.999901,0.999901,0.999901,1.614763,0.638408,0.635294,0.640326,0.633137,val
159,0.01102518,0.002803,0.999877,0.999876,0.999877,0.999877,1.606900,0.641170,0.639290,0.642789,0.637206,val
160,0.01052590,0.002779,0.999877,0.999876,0.999877,0.999877,1.609971,0.640343,0.636780,0.641389,0.634201,val
161,0.01003686,0.002822,0.999852,0.999851,0.999851,0.999851,1.609927,0.641446,0.639587,0.643392,0.636787,val
162,0.00955820,0.002776,0.999852,0.999852,0.999852,0.999852,1.607121,0.640461,0.638213,0.642057,0.635345,val
163,0.00909003,0.002777,0.999926,0.999925,0.999925,0.999925,1.603617,0.638132,0.634911,0.639731,0.632761,val
164,0.00863248,0.002687,0.999926,0.999925,0.999926,0.999926,1.603641,0.638901,0.637042,0.640830,0.634817,val
165,0.00818568,0.002723,0.999926,0.999926,0.999925,0.999926,1.593234,0.640144,0.637437,0.641699,0.635147,val
166,0.00774972,0.002630,0.999926,0.999925,0.999926,0.999926,1.596910,0.640361,0.638775,0.642350,0.636338,val
167,0.00732474,0.002839,0.999827,0.999827,0.999827,0.999827,1.595914,0.641704,0.639015,0.643160,0.636377,val
168,0.00691083,0.002616,0.999901,0.999902,0.999901,0.999901,1.595126,0.641980,0.639141,0.643492,0.636709,val
169,0.00650810,0.002751,0.999852,0.999852,0.999853,0.999852,1.590924,0.643992,0.640443,0.646038,0.638793,val
170,0.00611667,0.002607,0.999901,0.999902,0.999901,0.999902,1.597565,0.641880,0.639281,0.644218,0.637184,val
171,0.00573663,0.002569,0.999926,0.999927,0.999925,0.999926,1.597455,0.643716,0.640598,0.645790,0.638545,val
172,0.00536807,0.002761,0.999852,0.999851,0.999851,0.999851,1.600131,0.640478,0.638240,0.642361,0.635204,val
173,0.00501111,0.002743,0.999877,0.999876,0.999877,0.999877,1.591303,0.640402,0.637214,0.641878,0.635286,val
174,0.00466582,0.002638,0.999852,0.999852,0.999852,0.999852,1.589012,0.644684,0.641850,0.645696,0.639500,val
175,0.00433229,0.002661,0.999852,0.999852,0.999852,0.999852,1.598696,0.642197,0.637925,0.643811,0.636278,val
176,0.00401063,0.002613,1.000000,1.000000,1.000000,1.000000,1.590678,0.643657,0.640256,0.644702,0.638332,val
