epoch,lr,train_loss,train_acc1,train_acc5,eval_loss,eval_acc1,eval_acc5,eval_split
1,0.00010000,4.638769,0.013751,0.062697,4.578305,0.017923,0.083146,val
2,0.02008000,3.799154,0.133022,0.361321,3.563182,0.192176,0.457192,val
3,0.04006000,3.213828,0.245107,0.543598,3.075281,0.285271,0.597725,val
4,0.06004000,2.772849,0.338182,0.665626,2.783774,0.364453,0.681824,val
5,0.08002000,2.448229,0.416524,0.741736,2.730145,0.364591,0.693222,val
6,0.10000000,2.234674,0.470257,0.789731,2.343711,0.441682,0.762983,val
7,0.09998135,2.038926,0.523344,0.829109,2.816447,0.362730,0.669968,val
8,0.09992540,1.911115,0.558594,0.852278,2.086367,0.516039,0.817521,val
9,0.09983220,1.827428,0.578268,0.868228,2.041203,0.527447,0.819221,val
10,0.09970181,1.762994,0.599151,0.879434,2.388082,0.451183,0.748196,val
11,0.09953434,1.716816,0.606576,0.886830,2.072081,0.519531,0.820933,val
12,0.09932991,1.669895,0.626448,0.893656,2.072580,0.522243,0.820519,val
13,0.09908868,1.624203,0.637905,0.899759,2.115286,0.513086,0.818003,val
14,0.09881081,1.606174,0.643234,0.903214,2.110577,0.513143,0.820646,val
15,0.09849652,1.575927,0.653478,0.908866,1.974509,0.551206,0.842417,val
16,0.09814605,1.916154,0.557413,0.847792,2.153510,0.516556,0.807606,val
17,0.09775965,1.831572,0.580367,0.862421,2.182035,0.503711,0.809226,val
18,0.09733762,1.823624,0.582899,0.865375,1.989162,0.544566,0.835731,val
19,0.09688026,1.795824,0.590527,0.871735,2.032244,0.531330,0.845692,val
20,0.09638793,1.738161,0.605733,0.877875,2.014823,0.541142,0.836098,val
21,0.09586098,1.737240,0.605701,0.879219,1.822469,0.587052,0.873437,val
22,0.09529981,1.723789,0.610677,0.881986,1.905096,0.581284,0.853895,val
23,0.09470484,1.702043,0.616956,0.884965,1.885390,0.579412,0.853562,val
24,0.09407652,1.669920,0.623422,0.890632,1.954856,0.556641,0.841648,val
25,0.09341531,1.699735,0.615040,0.887942,1.971248,0.563890,0.847507,val
26,0.09272170,1.688783,0.618282,0.890016,1.983385,0.553929,0.842061,val
27,0.09199621,1.649135,0.631000,0.893838,2.095130,0.529917,0.819761,val
28,0.09123939,1.630384,0.635626,0.897907,1.942514,0.564005,0.840855,val
29,0.09045180,1.643298,0.633636,0.894635,2.005153,0.550770,0.833249,val
30,0.08963403,1.622555,0.638766,0.898738,1.972675,0.567475,0.836799,val
31,0.08878669,1.623433,0.638810,0.896746,1.993972,0.554285,0.836006,val
32,0.08791040,1.613068,0.640494,0.901683,1.887530,0.579722,0.852631,val
33,0.08700583,1.601159,0.644129,0.901966,1.974508,0.559662,0.840889,val
34,0.08607364,1.566608,0.656021,0.906373,1.872016,0.587466,0.858226,val
35,0.08511454,1.560491,0.657870,0.908450,1.829313,0.592107,0.865797,val
36,0.08412924,1.545368,0.662393,0.910691,1.969343,0.559881,0.838155,val
37,0.08311848,1.543924,0.663012,0.910107,1.910049,0.583146,0.861673,val
38,0.08208300,1.527826,0.670183,0.913113,1.842582,0.596197,0.874414,val
39,0.08102359,1.521382,0.670136,0.915012,1.806031,0.602390,0.872243,val
40,0.07994103,1.509625,0.673014,0.917061,1.788318,0.616475,0.875804,val
41,0.07883613,1.519635,0.667582,0.914053,1.835330,0.592601,0.866946,val
42,0.07770972,1.494721,0.677251,0.917271,1.803041,0.608789,0.872553,val
43,0.07656263,1.473345,0.683692,0.922504,1.876859,0.586305,0.859249,val
44,0.07539572,1.477703,0.679887,0.921643,1.836130,0.597679,0.864740,val
45,0.07420987,1.450393,0.689724,0.923564,1.773410,0.623495,0.873977,val
46,0.07300595,1.431857,0.693951,0.927039,1.776062,0.611225,0.869531,val
47,0.07178487,1.420543,0.698111,0.928903,1.748534,0.611500,0.877470,val
48,0.07054754,1.431165,0.697988,0.928647,1.754926,0.618578,0.880273,val
49,0.06929487,1.394385,0.706691,0.933885,1.869353,0.586006,0.864304,val
50,0.06802781,1.391032,0.708582,0.932072,1.800439,0.599403,0.875827,val
51,0.06674731,1.388125,0.710257,0.933204,1.825296,0.601137,0.869439,val
52,0.06545430,1.385619,0.709983,0.934121,1.722638,0.626907,0.881078,val
53,0.06414977,1.338007,0.722558,0.940588,1.767817,0.611006,0.886822,val
54,0.06283469,1.333058,0.725603,0.941865,1.844708,0.603987,0.866670,val
55,0.06151003,1.333801,0.723719,0.941014,1.723163,0.640119,0.883812,val
56,0.06017678,1.293248,0.738834,0.947051,1.686018,0.640430,0.880078,val
57,0.05883595,1.273405,0.742548,0.948864,1.731244,0.627424,0.882054,val
58,0.05748852,1.281663,0.738777,0.947529,1.598066,0.660420,0.902114,val
59,0.05613551,1.267793,0.743416,0.949068,1.641817,0.646898,0.900689,val
60,0.05477793,1.251583,0.750015,0.950819,1.736615,0.634777,0.883330,val
61,0.05341678,1.224440,0.761583,0.954203,1.694124,0.642831,0.891705,val
62,0.05205309,1.238865,0.751835,0.954037,1.686722,0.648667,0.887454,val
63,0.05068787,1.231795,0.756345,0.954205,1.633117,0.652757,0.893830,val
64,0.04932213,1.191753,0.770081,0.958494,1.605637,0.667785,0.899299,val
65,0.04795691,1.187291,0.770636,0.959458,1.734206,0.633502,0.877642,val
66,0.04659322,1.156674,0.781255,0.963327,1.656549,0.651034,0.896392,val
67,0.04523207,1.142025,0.786374,0.964928,1.654243,0.662879,0.892188,val
68,0.04387449,1.121235,0.792157,0.966728,1.632715,0.658284,0.897047,val
69,0.04252148,1.101956,0.799509,0.969093,1.672056,0.650862,0.892900,val
70,0.04117405,1.099696,0.798155,0.969066,1.550666,0.687443,0.903447,val
71,0.03983322,1.060618,0.811573,0.971961,1.596459,0.673357,0.897461,val
72,0.03849997,1.047126,0.815785,0.973633,1.568418,0.682744,0.902298,val
73,0.03717531,1.027086,0.823989,0.976040,1.573193,0.676356,0.905480,val
74,0.03586023,1.035280,0.819881,0.975852,1.549365,0.688913,0.906549,val
75,0.03455570,1.001731,0.831351,0.978560,1.563051,0.679653,0.905526,val
76,0.03326269,0.989235,0.834838,0.980962,1.667327,0.664511,0.895875,val
77,0.03198219,0.955561,0.847999,0.983423,1.611838,0.681618,0.897541,val
78,0.03071513,0.908188,0.865562,0.986067,1.570263,0.680894,0.901183,val
79,0.02946246,0.925415,0.859294,0.983231,1.581192,0.682858,0.903205,val
80,0.02822513,0.913034,0.862041,0.985139,1.568212,0.680193,0.910903,val
81,0.02700405,0.893876,0.869646,0.986503,1.564972,0.681365,0.904182,val
82,0.02580013,0.876570,0.876711,0.987132,1.535804,0.690935,0.905480,val
83,0.02461428,0.836515,0.888933,0.990067,1.529016,0.701677,0.908651,val
84,0.02344737,0.805892,0.901150,0.991766,1.506926,0.700483,0.905227,val
85,0.02230028,0.795707,0.903185,0.992220,1.492871,0.705009,0.908042,val
86,0.02117387,0.805629,0.900038,0.991388,1.450115,0.717750,0.918761,val
87,0.02006897,0.779044,0.909160,0.993435,1.472126,0.713086,0.915809,val
88,0.01898641,0.752115,0.918188,0.993946,1.451820,0.719014,0.912684,val
89,0.01792700,0.738777,0.923512,0.994589,1.445127,0.719922,0.915659,val
90,0.01689152,0.706626,0.934203,0.996049,1.461631,0.718842,0.911259,val
91,0.01588076,0.683787,0.943105,0.996804,1.412395,0.730549,0.923231,val
92,0.01489546,0.677766,0.943828,0.997203,1.402646,0.729010,0.921128,val
93,0.01393636,0.660563,0.949441,0.996782,1.379156,0.739993,0.923495,val
94,0.01300417,0.649070,0.953428,0.997847,1.370469,0.740292,0.924943,val
95,0.01209960,0.628660,0.959423,0.998358,1.378688,0.739580,0.924644,val
96,0.01122331,0.605144,0.967978,0.998358,1.321129,0.755744,0.928355,val
97,0.01037597,0.594592,0.970836,0.998580,1.320988,0.748679,0.927551,val
98,0.00955820,0.586093,0.973078,0.998890,1.328007,0.754710,0.929090,val
99,0.00877061,0.577923,0.974957,0.999245,1.334754,0.752229,0.926034,val
100,0.00801379,0.560529,0.980202,0.999312,1.309955,0.758674,0.928550,val
101,0.00728830,0.558801,0.980577,0.999228,1.304046,0.755699,0.929481,val
102,0.00659469,0.549106,0.982831,0.999379,1.299580,0.761409,0.932387,val
103,0.00593348,0.548175,0.983154,0.999600,1.298978,0.759191,0.932950,val
104,0.00530516,0.536047,0.986410,0.999578,1.268124,0.768199,0.935317,val
105,0.00471019,0.523816,0.988881,0.999711,1.278158,0.766268,0.932215,val
106,0.00414902,0.521385,0.989657,0.999711,1.269884,0.765924,0.935708,val
107,0.00362207,0.523097,0.989041,0.999734,1.272269,0.773644,0.930503,val
108,0.00312974,0.513903,0.991011,0.999822,1.269403,0.772472,0.933169,val
109,0.00267238,0.511695,0.991682,0.999867,1.267210,0.768003,0.932996,val
110,0.00225035,0.506100,0.992880,0.999845,1.267841,0.769439,0.935145,val
111,0.00186395,0.508066,0.992757,0.999933,1.261773,0.771542,0.930848,val
112,0.00151348,0.505608,0.992920,0.999867,1.260038,0.769003,0.933364,val
113,0.00119919,0.501103,0.993524,0.999911,1.260620,0.770784,0.934926,val
114,0.00092132,0.502514,0.993640,0.999911,1.259220,0.771978,0.933559,val
115,0.00068009,0.501662,0.993458,0.999911,1.259780,0.773104,0.932755,val
116,0.00047566,0.499639,0.994074,0.999911,1.256891,0.774839,0.933755,val
117,0.00030819,0.502009,0.993453,0.999867,1.255997,0.772541,0.935145,val
118,0.00017780,0.499335,0.994229,0.999867,1.254702,0.772346,0.933169,val
119,0.00008460,0.495852,0.994740,0.999956,1.256397,0.773667,0.932801,val
120,0.00002865,0.496171,0.994651,0.999867,1.259877,0.773713,0.934168,val
