dataset,architecture,seed,condition,mode,M,cutout_area,config_epochs,metrics_epoch_count,required_columns_ok,epoch_sequence_ok,status,analysis_valid,issue_count,issues,source_path,config_path,metrics_path,config_sha256,metrics_sha256
CIFAR-100,resnet18,43,Random cutout,random,8.0,0.2,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/43/0.2/resnet18_seed43_random_M8_area0.2,runs/cifar100/resnet18/43/0.2/resnet18_seed43_random_M8_area0.2/config.json,runs/cifar100/resnet18/43/0.2/resnet18_seed43_random_M8_area0.2/metrics.csv,81806c61f76354d46fa044b459844c4375621c55411a78c9137cb547df918851,58535c6394fb7194e137c0177188b1bb056a2b8d1c76ce777cd44cce84c6e646
CIFAR-100,resnet18,43,Random cutout,random,8.0,0.3,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/43/0.3/resnet18_seed43_random_M8_area0.3,runs/cifar100/resnet18/43/0.3/resnet18_seed43_random_M8_area0.3/config.json,runs/cifar100/resnet18/43/0.3/resnet18_seed43_random_M8_area0.3/metrics.csv,6def87a2b16c25ae07b64f00b8fa3fb090e726f45a7dd65b4432e70094fc2a43,5c84870fc7b452970e6656114e1c508c081744df69a0618ecbdda1c13fa6fbd9
CIFAR-100,resnet18,43,No cutout,none,,,100,100,True,True,valid_selected_baseline,True,0,,runs/cifar100/resnet18/43/0.05/resnet18_seed43_none,runs/cifar100/resnet18/43/0.05/resnet18_seed43_none/config.json,runs/cifar100/resnet18/43/0.05/resnet18_seed43_none/metrics.csv,a733ddbb68e0fb0898cc73dabbefc2bd681c403ba199dbf27fe285de91d751cd,a1501c1094f00a5b94cb05eb39396197504819c2a23d759f2ea3c6b1839dedd2
CIFAR-100,resnet18,43,No cutout,none,,,100,100,True,True,duplicate_baseline_exact,False,1,deduplicated_exact_no_cutout_copy,runs/cifar100/resnet18/43/0.1/resnet18_seed43_none,runs/cifar100/resnet18/43/0.1/resnet18_seed43_none/config.json,runs/cifar100/resnet18/43/0.1/resnet18_seed43_none/metrics.csv,44cb658deabd668d36c57721fa204fb3c218e08f5eb55c9df234b921bd9fa4b2,a1501c1094f00a5b94cb05eb39396197504819c2a23d759f2ea3c6b1839dedd2
CIFAR-100,resnet18,43,No cutout,none,,,100,100,True,True,duplicate_baseline_exact,False,1,deduplicated_exact_no_cutout_copy,runs/cifar100/resnet18/43/0.2/resnet18_seed43_none,runs/cifar100/resnet18/43/0.2/resnet18_seed43_none/config.json,runs/cifar100/resnet18/43/0.2/resnet18_seed43_none/metrics.csv,e5851a727601e37dc0a9b873b128e52abacb5683bb25e2ad88cd99b2cfdc0d05,a1501c1094f00a5b94cb05eb39396197504819c2a23d759f2ea3c6b1839dedd2
CIFAR-100,resnet18,43,No cutout,none,,,100,100,True,True,duplicate_baseline_exact,False,1,deduplicated_exact_no_cutout_copy,runs/cifar100/resnet18/43/0.3/resnet18_seed43_none,runs/cifar100/resnet18/43/0.3/resnet18_seed43_none/config.json,runs/cifar100/resnet18/43/0.3/resnet18_seed43_none/metrics.csv,e5851a727601e37dc0a9b873b128e52abacb5683bb25e2ad88cd99b2cfdc0d05,a1501c1094f00a5b94cb05eb39396197504819c2a23d759f2ea3c6b1839dedd2
CIFAR-100,resnet18,44,High-saliency cutout,cam_high,4.0,0.05,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_high_M4_area0.05,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_high_M4_area0.05/config.json,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_high_M4_area0.05/metrics.csv,388b37fdd2f1cd3dce1a25cccc5dd139a5a0d84aac1b9a149dff976356d8afe0,0cee78bb8132843b5320c49cb10af6004d8744dc9a3d45015894b9d8ecc546e8
CIFAR-100,resnet18,44,High-saliency cutout,cam_high,4.0,0.1,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_high_M4_area0.1,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_high_M4_area0.1/config.json,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_high_M4_area0.1/metrics.csv,efc09c1dc19e4b62a81b6bd5dd9134b21478132851ca05a7036d2e4b35a5a901,fe57535a0f9e49973a58c826ab0d8387398aa0ff15bef5d4697f373bde2d846a
CIFAR-100,resnet18,44,High-saliency cutout,cam_high,4.0,0.2,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_high_M4_area0.2,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_high_M4_area0.2/config.json,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_high_M4_area0.2/metrics.csv,2c181c031f160857cfc5f2fad5539aec76d3108823b1b950d2997a9f20a24113,8c7813176f74afe3e0a8d816d1e7dc81a6391e7f141f8166719279737acf2b99
CIFAR-100,resnet18,44,High-saliency cutout,cam_high,4.0,0.3,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_high_M4_area0.3,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_high_M4_area0.3/config.json,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_high_M4_area0.3/metrics.csv,05098aedfdb4eec2d282b782c4199ed5e0e1e7ead78c136a3f82370ad8e2b9ea,6e9f70173f202be5987d6894fdd2a7927348f897a3b36db07550e30e9183f115
CIFAR-100,resnet18,44,High-saliency cutout,cam_high,8.0,0.05,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_high_M8_area0.05,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_high_M8_area0.05/config.json,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_high_M8_area0.05/metrics.csv,fd441e2a4b659b6397d023890b09ed8b1acd208df035753fe8d6ba2e5a8c3717,8e6054b4d7999eaf730fcc3fa70235e4bf40920f6c1acfeb5fe2e7541ff27bb3
CIFAR-100,resnet18,44,High-saliency cutout,cam_high,8.0,0.1,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_high_M8_area0.1,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_high_M8_area0.1/config.json,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_high_M8_area0.1/metrics.csv,79b44909d55a28e10012593cfe3165cd675f763cb54aa69c2117f9c02057d938,1abb8b9d408c3789117354ff12535441bf391c7f8eff32e7443d31b52140fc05
CIFAR-100,resnet18,44,High-saliency cutout,cam_high,8.0,0.2,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_high_M8_area0.2,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_high_M8_area0.2/config.json,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_high_M8_area0.2/metrics.csv,0148ec28f660727b1e0b61d3701ef354b4d489fc0594a6a097175f51b1121f89,6e09cc1e786dac80ca02b6a83e8f71bd846870a44f48ae915da551ef7f0cd8e0
CIFAR-100,resnet18,44,High-saliency cutout,cam_high,8.0,0.3,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_high_M8_area0.3,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_high_M8_area0.3/config.json,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_high_M8_area0.3/metrics.csv,22ad4e8b91b098e057e4cc0fa42d16d5852b8c977974725c9c238f4d8ae28587,6a0ee03919d9d7da3239bcdc5ff91c8a7dc53ec2c611ca6573beae20cd438bf6
CIFAR-100,resnet18,44,Low-saliency cutout,cam_low,4.0,0.05,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_low_M4_area0.05,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_low_M4_area0.05/config.json,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_low_M4_area0.05/metrics.csv,754c067c70519ebc8e1cec86ed1abada6990f23ca489eb7c1812df26727aae42,a246f90e73bc9d4d30f3b23cba89e06ea36a12eb0a26a90859569d65fd8d5b10
CIFAR-100,resnet18,44,Low-saliency cutout,cam_low,4.0,0.1,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_low_M4_area0.1,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_low_M4_area0.1/config.json,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_low_M4_area0.1/metrics.csv,f118c7cfa1494324bf8749014dd1709f91d2d7572cffd94863d260437edc0307,7a29efee556e124351b4bff1ef6cd87083005b3ade46c08232948eeb05c03918
CIFAR-100,resnet18,44,Low-saliency cutout,cam_low,4.0,0.2,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_low_M4_area0.2,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_low_M4_area0.2/config.json,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_low_M4_area0.2/metrics.csv,8157ed78e7d859455236663392ca56e895925c2ae278728d178cac628a80cc13,7c4c6c952102ed6f2795ecd1a55977e651fa1f7d11d227c1b0da1a9bf408c6bb
CIFAR-100,resnet18,44,Low-saliency cutout,cam_low,4.0,0.3,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_low_M4_area0.3,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_low_M4_area0.3/config.json,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_low_M4_area0.3/metrics.csv,21e14524dc558bfed988177b4f703f9d6b5886cb9a0267b63def3f6364e7b396,469f1caa92588080730773c21706bb0c70676129c03ffd6fe85625ddea7088b6
CIFAR-100,resnet18,44,Low-saliency cutout,cam_low,8.0,0.05,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_low_M8_area0.05,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_low_M8_area0.05/config.json,runs/cifar100/resnet18/44/0.05/resnet18_seed44_cam_low_M8_area0.05/metrics.csv,5398c0d80c3c6d7e4bd16cff3b6b5e3c4534dbbdba1444a4854cdbbd1585b7bf,019bfc719ac3dd87f9c054e563d626184c49318af8cc59ba41c2ac43beb46d19
CIFAR-100,resnet18,44,Low-saliency cutout,cam_low,8.0,0.1,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_low_M8_area0.1,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_low_M8_area0.1/config.json,runs/cifar100/resnet18/44/0.1/resnet18_seed44_cam_low_M8_area0.1/metrics.csv,9f713e25506459af2b56313ac878d5c2a8f226c96a648d46cde8a3c3b59efd1f,c017ffd068cf3166750590cd3c85e8570ac8e83d06acdec8d40ea98eaa488cb0
CIFAR-100,resnet18,44,Low-saliency cutout,cam_low,8.0,0.2,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_low_M8_area0.2,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_low_M8_area0.2/config.json,runs/cifar100/resnet18/44/0.2/resnet18_seed44_cam_low_M8_area0.2/metrics.csv,4c01cce26579cd4770e19b47ade3d53ce87272863932e95ef2f82f4bdf508efb,9b08c2eb1219b502ed8d4d5c213bcc79b7b4e5005c1450d4c1a5214f0844ea51
CIFAR-100,resnet18,44,Low-saliency cutout,cam_low,8.0,0.3,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_low_M8_area0.3,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_low_M8_area0.3/config.json,runs/cifar100/resnet18/44/0.3/resnet18_seed44_cam_low_M8_area0.3/metrics.csv,350f098582dacf0169fb11048e4199893bd8c0efd210d2e4ace5cfc23b8047af,d862534e9ae17129a77e580e56974055b6e1e94686b478d5d77af8e80d4fe31f
CIFAR-100,resnet18,44,Random cutout,random,4.0,0.05,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.05/resnet18_seed44_random_M4_area0.05,runs/cifar100/resnet18/44/0.05/resnet18_seed44_random_M4_area0.05/config.json,runs/cifar100/resnet18/44/0.05/resnet18_seed44_random_M4_area0.05/metrics.csv,331a14be5fc42ed8c813ac33cab2db0f8c6d17005bbadec18f80f118c328947f,65bc3fea42c4220a6f1434c5f26166cb85a32eae40ab06c9f2be0ab8246b886f
CIFAR-100,resnet18,44,Random cutout,random,4.0,0.1,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.1/resnet18_seed44_random_M4_area0.1,runs/cifar100/resnet18/44/0.1/resnet18_seed44_random_M4_area0.1/config.json,runs/cifar100/resnet18/44/0.1/resnet18_seed44_random_M4_area0.1/metrics.csv,c8b98e2d3b2031530cee51c739157b34e27dad71055f85b70e33204b22889310,e1cb888b724654308cf24262750861f6e82756ecaa0696a97e5a403c6ad234d3
CIFAR-100,resnet18,44,Random cutout,random,4.0,0.2,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.2/resnet18_seed44_random_M4_area0.2,runs/cifar100/resnet18/44/0.2/resnet18_seed44_random_M4_area0.2/config.json,runs/cifar100/resnet18/44/0.2/resnet18_seed44_random_M4_area0.2/metrics.csv,a514adc87c4794508955dcd6076899e62a2d697ea8f3be882bbe7171d546af1d,e0a215f41f76d415ede0cddf1f9689e05d18101c3943198ba76a23acbecd8a71
CIFAR-100,resnet18,44,Random cutout,random,4.0,0.3,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.3/resnet18_seed44_random_M4_area0.3,runs/cifar100/resnet18/44/0.3/resnet18_seed44_random_M4_area0.3/config.json,runs/cifar100/resnet18/44/0.3/resnet18_seed44_random_M4_area0.3/metrics.csv,2a069526ebe53e0396733a644bf6fd5e3a0777e8be28d146846bff6b76ffb8e2,4820be42d230ca6c6138c17be2690388310ccddc7f09a2c990228225e3f95257
CIFAR-100,resnet18,44,Random cutout,random,8.0,0.05,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.05/resnet18_seed44_random_M8_area0.05,runs/cifar100/resnet18/44/0.05/resnet18_seed44_random_M8_area0.05/config.json,runs/cifar100/resnet18/44/0.05/resnet18_seed44_random_M8_area0.05/metrics.csv,86364e2ea35dcab47360e15e5b6fc584ef6f6853e116bc577a1c02f541b392ac,69aa584e683408ab304607d7dd2ecea833a24de8dca7cb5d0edbebb32be34653
CIFAR-100,resnet18,44,Random cutout,random,8.0,0.1,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.1/resnet18_seed44_random_M8_area0.1,runs/cifar100/resnet18/44/0.1/resnet18_seed44_random_M8_area0.1/config.json,runs/cifar100/resnet18/44/0.1/resnet18_seed44_random_M8_area0.1/metrics.csv,c5de944446fd8f417efa5c984050adadee87ab8ebf597615b147b53c275306f5,43d4a13ef177af2b1610cbdb1f6012679932ad80ba0c5fc289949bf84d0299f2
CIFAR-100,resnet18,44,Random cutout,random,8.0,0.2,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.2/resnet18_seed44_random_M8_area0.2,runs/cifar100/resnet18/44/0.2/resnet18_seed44_random_M8_area0.2/config.json,runs/cifar100/resnet18/44/0.2/resnet18_seed44_random_M8_area0.2/metrics.csv,18824ba5fc0b98b3780e1431242e706c219f8644e876e4eb756e81f5b758fe97,9b0a4f9afc5e556654da4da38822906a66694bc0e4577c5cd9dd1190369c4dc6
CIFAR-100,resnet18,44,Random cutout,random,8.0,0.3,100,100,True,True,valid,True,0,,runs/cifar100/resnet18/44/0.3/resnet18_seed44_random_M8_area0.3,runs/cifar100/resnet18/44/0.3/resnet18_seed44_random_M8_area0.3/config.json,runs/cifar100/resnet18/44/0.3/resnet18_seed44_random_M8_area0.3/metrics.csv,19eff94abf01669286e1269731c9b578fd3a1d2ffe8b2556b9426de969234394,db6fcbf0e953eba37160c43c8293a2349b833fa3754edf852f8a340005f353dc
CIFAR-100,resnet18,44,No cutout,none,,,100,100,True,True,valid_selected_baseline,True,1,selected_from_baseline_group_with_differences,runs/cifar100/resnet18/44/0.1/resnet18_seed44_none,runs/cifar100/resnet18/44/0.1/resnet18_seed44_none/config.json,runs/cifar100/resnet18/44/0.1/resnet18_seed44_none/metrics.csv,1e780d08563dbf0a135b4a6be5e09181ba76e9bc92cf827b510f03e43706ecb3,50b014ab9ba700d0d455b823531628e7288514fd93234a7c77a4f91f6cb6d52b
CIFAR-100,resnet18,44,No cutout,none,,,100,100,True,True,duplicate_baseline_exact,False,1,deduplicated_exact_no_cutout_copy,runs/cifar100/resnet18/44/0.2/resnet18_seed44_none,runs/cifar100/resnet18/44/0.2/resnet18_seed44_none/config.json,runs/cifar100/resnet18/44/0.2/resnet18_seed44_none/metrics.csv,1e780d08563dbf0a135b4a6be5e09181ba76e9bc92cf827b510f03e43706ecb3,50b014ab9ba700d0d455b823531628e7288514fd93234a7c77a4f91f6cb6d52b
CIFAR-100,resnet18,44,No cutout,none,,,100,100,True,True,duplicate_baseline_exact,False,1,deduplicated_exact_no_cutout_copy,runs/cifar100/resnet18/44/0.3/resnet18_seed44_none,runs/cifar100/resnet18/44/0.3/resnet18_seed44_none/config.json,runs/cifar100/resnet18/44/0.3/resnet18_seed44_none/metrics.csv,916f5a4a8ea1ea08387e8cbc3f507cfe8b84679ab9306f2b469a9cbe19fe8bff,50b014ab9ba700d0d455b823531628e7288514fd93234a7c77a4f91f6cb6d52b
CIFAR-100,resnet18,44,No cutout,none,,,100,100,True,True,duplicate_baseline_inconsistent,False,1,excluded_no_cutout_copy_differs_from_selected,runs/cifar100/resnet18/44/0.05/resnet18_seed44_none,runs/cifar100/resnet18/44/0.05/resnet18_seed44_none/config.json,runs/cifar100/resnet18/44/0.05/resnet18_seed44_none/metrics.csv,8ac27ec04d3910e8cbac96fe5a1a5459af06080f2dc0b31b47c3bae3d42d2549,f6037d56a393c9406541d19d873263e602e5a33976a6808d7d4d69d1ba97d5e0
RawMal-TF,resnet18,42,High-saliency cutout,cam_high,4.0,0.05,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_high_M4_area0.05,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_high_M4_area0.05/config.json,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_high_M4_area0.05/metrics.csv,1af6c8c7151603102874c1fae3bcacf3d38e745d872153bd9870bfd396ac6966,712b1fefe5bc3aaaf9cf9b7d50f53542a1799c8a21ea2883eaca643745dc3fe9
RawMal-TF,resnet18,42,High-saliency cutout,cam_high,4.0,0.1,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_high_M4_area0.1,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_high_M4_area0.1/config.json,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_high_M4_area0.1/metrics.csv,b8cb696d75c08d9cecc8e9e9ae3b9dc0135731cafc54643f866f2580e05feb5e,953d0e59a8c6941a328369e3d5e5c753cb024b82e9233ad8a0495d811aff300e
RawMal-TF,resnet18,42,High-saliency cutout,cam_high,4.0,0.2,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_high_M4_area0.2,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_high_M4_area0.2/config.json,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_high_M4_area0.2/metrics.csv,120974a1797715942896eb474d46ed167ce4f567063fc59e5057285b4bf90513,8e31ab3ade5784cdfb1f138e48a62ff8452c74064460508b753634c89ec14364
RawMal-TF,resnet18,42,High-saliency cutout,cam_high,4.0,0.3,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_high_M4_area0.3,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_high_M4_area0.3/config.json,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_high_M4_area0.3/metrics.csv,985c09da50282ed90ab2a65f67fdbf1c354b1dd7e12909024d02a37af4e1a1c5,2be25cae9a6f2d5fb23bf9fb8218c7f7cac82754834f4c65a28f632571e2a185
RawMal-TF,resnet18,42,High-saliency cutout,cam_high,8.0,0.05,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_high_M8_area0.05,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_high_M8_area0.05/config.json,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_high_M8_area0.05/metrics.csv,66cd56132698a8e54162eb70935a2a7b21cdcab72e3959c6aea9f20c655f85ea,0d477bddee1ccdb9f6645e5b8093e520f7ebf1885c863859219c82a9b74baa19
RawMal-TF,resnet18,42,High-saliency cutout,cam_high,8.0,0.1,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_high_M8_area0.1,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_high_M8_area0.1/config.json,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_high_M8_area0.1/metrics.csv,14f881f43b8d421a08365d12548f430ccfab35d64e09f84fb40b16a06905d85c,bf704adec77c38f6a70b44a17c76c58f81b89cce2e210c89ae54a731be71e4de
RawMal-TF,resnet18,42,High-saliency cutout,cam_high,8.0,0.2,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_high_M8_area0.2,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_high_M8_area0.2/config.json,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_high_M8_area0.2/metrics.csv,c2157dc236b95eec15fc7d553d4f168b5469473f547aebcd3fae3f8b52f5f217,c5afe4f2c7ec7c5cbb3cb146e0ace184e0160378d2de5e54d525b49573b046d1
RawMal-TF,resnet18,42,High-saliency cutout,cam_high,8.0,0.3,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_high_M8_area0.3,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_high_M8_area0.3/config.json,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_high_M8_area0.3/metrics.csv,cc124623a6c39c9de625eec57d43ebea46af1c91646ef797a209d809c4b0bbbb,65c5e00e5ec5b5c8cb7473f0ccf2a6aca1573bddca4c58f352e3fb31054bf3f4
RawMal-TF,resnet18,42,Low-saliency cutout,cam_low,4.0,0.05,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_low_M4_area0.05,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_low_M4_area0.05/config.json,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_low_M4_area0.05/metrics.csv,6db5ec1b91aafc6ab6f6d89ac85f8207638fab95fa82fb256c7d5ffb044e1434,8deeef2fad93c50b9ca14e0ee1847a1e1644ab77a143a8748fe26fbce185d0e4
RawMal-TF,resnet18,42,Low-saliency cutout,cam_low,4.0,0.1,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_low_M4_area0.1,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_low_M4_area0.1/config.json,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_low_M4_area0.1/metrics.csv,9ed48db53e290d6fb98da1b0cd4dfd1794b3d82abcbe7d144a9403a4f9d2852e,1bdd15f05ce622989c0348bcc451bf27c35200a7300777fb2ca5759965462a3c
RawMal-TF,resnet18,42,Low-saliency cutout,cam_low,4.0,0.2,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_low_M4_area0.2,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_low_M4_area0.2/config.json,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_low_M4_area0.2/metrics.csv,db16c5aeb16b6fc5726e31afb583e0c3527d4f7159a82e332c3fbd3d7554ed80,a26d8613a1589d6daffffd05ce8cc5503b0009a5d159d30a07a126f5752310cb
RawMal-TF,resnet18,42,Low-saliency cutout,cam_low,4.0,0.3,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_low_M4_area0.3,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_low_M4_area0.3/config.json,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_low_M4_area0.3/metrics.csv,29e70ea3bcc9ff823b3523da22dc63821430c05e86f66818e41979189debdde0,7db6a9bca88f3dab5548b89478a422c8551458bf3d249eb12168c0bcde07dbd2
RawMal-TF,resnet18,42,Low-saliency cutout,cam_low,8.0,0.05,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_low_M8_area0.05,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_low_M8_area0.05/config.json,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_cam_low_M8_area0.05/metrics.csv,cb75b6aa07faf47f51f3f68ef77e4f108c4b8e59423d6bf0c3ee3df46a9c4e32,4fa37d4ce4ac3207bdeb196899a90455f415f614184112480fbd1005dc6315d1
RawMal-TF,resnet18,42,Low-saliency cutout,cam_low,8.0,0.1,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_low_M8_area0.1,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_low_M8_area0.1/config.json,runs/drive_zip/resnet18/42/0.1/resnet18_seed42_cam_low_M8_area0.1/metrics.csv,5bebc7fed0084bbeb8c5f4fe8274343ef8c0b18bfccbcfb9d73758942d1b05aa,af410e9350326e273ffaac9e9c0bd594d9428c2a1b7e6080e0429e6c9b774e5b
RawMal-TF,resnet18,42,Low-saliency cutout,cam_low,8.0,0.2,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_low_M8_area0.2,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_low_M8_area0.2/config.json,runs/drive_zip/resnet18/42/0.2/resnet18_seed42_cam_low_M8_area0.2/metrics.csv,9349726042595d3c498a270efcc0b61e825303736e0bcb476050c548b21a1367,7e8d339c88c506f18b9227a16187a30e7a7242f4fdee53cf398b26ba04eb2ce2
RawMal-TF,resnet18,42,Low-saliency cutout,cam_low,8.0,0.3,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_low_M8_area0.3,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_low_M8_area0.3/config.json,runs/drive_zip/resnet18/42/0.3/resnet18_seed42_cam_low_M8_area0.3/metrics.csv,190311acd7b24488bc089caeb7747afe91bb4ddc86be95795927db7a54c65a25,517dee51abf231185976d79bc8b92c85a137e9abbbee6f5feb33945402708a73
RawMal-TF,resnet18,42,Random cutout,random,4.0,0.05,100,100,True,True,valid,True,0,,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_random_M4_area0.05,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_random_M4_area0.05/config.json,runs/drive_zip/resnet18/42/0.05/resnet18_seed42_random_M4_area0.05/metrics.csv,1c4d4dfc8401039d3afb9e9192666fb2933d15a2b26fccbd5f5fa1e4bda89ce2,46d3e888a59c6d7111a09c237dcde4f51ae329cd829cc3a90fc7a7695d9bfaf7
