dataset,architecture,comparison_key,comparison,condition,mode,M,cutout_area,condition_a,condition_b,M_a,M_b,metric,metric_label,difference_interpretation,n_paired_seeds,seeds_paired,seeds_missing,mean_paired_difference,sample_variance,sample_std,standard_error,ci95_low,ci95_high,min,max,seed_42_difference,seed_43_difference,seed_44_difference,seed_level_differences
CIFAR-100,resnet18,m8_minus_m4,M8 minus M4,Random cutout,random,,0.3,Random cutout M8,Random cutout M4,8,4.0,validation_aulc,Normalized validation AULC,positive means Random cutout M8 is higher than Random cutout M4,3,42;43;44,,-0.013630250841750827,1.6200153692795775e-05,0.004024941452095394,0.002323801030839759,-0.02362875969086415,-0.0036317419926375043,-0.018143414141414238,-0.010412590909090802,-0.010412590909090802,-0.018143414141414238,-0.012334747474747443,42:-0.0104125909;43:-0.0181434141;44:-0.0123347475
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.05,Low-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.0002766666666666288,2.736166333333515e-06,0.001654136129021283,0.0009550159393667233,-0.004385768605291641,0.0038324352719583837,-0.0014969999999999706,0.0016060000000001073,0.0016060000000001073,-0.0014969999999999706,-0.0009390000000000231,42:0.0016060000;43:-0.0014970000;44:-0.0009390000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.05,Low-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0007760000000000359,1.1854171000000252e-05,0.0034429886726505873,0.001987810436971649,-0.007776858003182153,0.009328858003182224,-0.00303500000000001,0.003662000000000054,0.0017010000000000636,0.003662000000000054,-0.00303500000000001,42:0.0017010000;43:0.0036620000;44:-0.0030350000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.05,Low-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0010526666666666646,1.3846600333333435e-05,0.0037211020321046605,0.0021483792599176895,-0.008191063220902945,0.010296396554236276,-0.0020959999999999868,0.005159000000000025,9.499999999995623e-05,0.005159000000000025,-0.0020959999999999868,42:0.0000950000;43:0.0051590000;44:-0.0020960000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.05,Low-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.06031366666666671,0.09612901800433335,0.31004679970019583,0.17900560326829004,-0.8305126142383894,0.709885280905056,-0.4017180000000001,0.20372299999999993,-0.4017180000000001,0.017054000000000014,0.20372299999999993,42:-0.4017180000;43:0.0170540000;44:0.2037230000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.05,Low-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0008166380471379409,1.1508380478532058e-05,0.0033924004006797397,0.001958603284531442,-0.007610551721864457,0.009243827816140339,-0.002633080808081001,0.004148656565656661,0.004148656565656661,0.0009343383838381625,-0.002633080808081001,42:0.0041486566;43:0.0009343384;44:-0.0026330808
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.1,Low-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.004881666666666673,4.820642433333361e-05,0.006943084641089551,0.004008591786539409,-0.012365911726787027,0.022129245060120373,-0.00303500000000001,0.009936000000000056,0.007743999999999973,-0.00303500000000001,0.009936000000000056,42:0.0077440000;43:-0.0030350000;44:0.0099360000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.1,Low-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0013699999999999823,2.8564839999999353e-06,0.0016901136056490212,0.0009757875451825114,-0.002828474945092972,0.0055684749450929365,6.799999999995698e-05,0.0032799999999999496,0.0032799999999999496,6.799999999995698e-05,0.0007620000000000404,42:0.0032800000;43:0.0000680000;44:0.0007620000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.1,Low-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.0035116666666666907,3.8361386333333225e-05,0.006193656943465083,0.00357590950357776,-0.018897563454151212,0.011874230120817831,-0.009174000000000015,0.003102999999999967,-0.0044640000000000235,0.003102999999999967,-0.009174000000000015,42:-0.0044640000;43:0.0031030000;44:-0.0091740000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.1,Low-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.04536866666666667,0.0018268962463333265,0.04274220684912428,0.024677224630100573,-0.15154619458800264,0.060808861254669305,-0.09419899999999992,-0.014741000000000115,-0.014741000000000115,-0.09419899999999992,-0.027165999999999968,42:-0.0147410000;43:-0.0941990000;44:-0.0271660000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.1,Low-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.0007789646464647267,8.688297862205486e-07,0.0009321103937949349,0.0005381541867719538,-0.003094455227292256,0.0015365259343628024,-0.0013849999999999696,0.0002943585858583564,-0.0013849999999999696,-0.001246252525252567,0.0002943585858583564,42:-0.0013850000;43:-0.0012462525;44:0.0002943586
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.2,Low-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0037069999999999417,1.826115700000018e-05,0.004273307501221996,0.0024671952361605665,-0.006908484318090413,0.014322484318090295,-0.0006940000000000834,0.007839999999999958,-0.0006940000000000834,0.003974999999999951,0.007839999999999958,42:-0.0006940000;43:0.0039750000;44:0.0078400000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.2,Low-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.004577666666666665,4.623840433333312e-05,0.006799882670556391,0.003925914090303604,-0.012314178311375275,0.021469511644708603,-0.0022999999999999687,0.011297000000000001,0.011297000000000001,-0.0022999999999999687,0.0047359999999999625,42:0.0112970000;43:-0.0023000000;44:0.0047360000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.2,Low-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0008706666666667232,9.52601703333337e-05,0.00976013167602434,0.005635014650478847,-0.023374844502306112,0.02511617783563956,-0.0062749999999999195,0.011991000000000085,0.011991000000000085,-0.0062749999999999195,-0.0031039999999999957,42:0.0119910000;43:-0.0062750000;44:-0.0031040000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.2,Low-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0016506666666666892,0.004061978517333338,0.06373365294201594,0.03679664168251109,-0.15667250412015665,0.15997383745349003,-0.044984000000000024,0.07427200000000006,-0.044984000000000024,0.07427200000000006,-0.02433599999999997,42:-0.0449840000;43:0.0742720000;44:-0.0243360000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.2,Low-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.004034599326599331,5.346523122393883e-06,0.002312254986456702,0.0013349810388658314,-0.0017093604846565285,0.00977855913785519,0.0014932171717171316,0.006014202020201864,0.006014202020201864,0.0014932171717171316,0.004596378787878996,42:0.0060142020;43:0.0014932172;44:0.0045963788
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.3,Low-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.0016973333333333285,2.5478096333333152e-05,0.0050475832170785604,0.0029142235291373443,-0.014236225156547792,0.010841558489881135,-0.007009999999999961,0.00303500000000001,0.00303500000000001,-0.0011170000000000346,-0.007009999999999961,42:0.0030350000;43:-0.0011170000;44:-0.0070100000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.3,Low-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.0011753333333333431,0.00011233832933333382,0.010598977749449888,0.006119322656779747,-0.027504653667734635,0.025153987001067947,-0.010916000000000037,0.01011200000000001,-0.002722000000000002,0.01011200000000001,-0.010916000000000037,42:-0.0027220000;43:0.0101120000;44:-0.0109160000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.3,Low-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0005219999999999855,8.683643700000088e-05,0.009318607031096486,0.0053801002778758955,-0.022626703147799146,0.023670703147799114,-0.005757000000000012,0.011229000000000045,-0.005757000000000012,0.011229000000000045,-0.003906000000000076,42:-0.0057570000;43:0.0112290000;44:-0.0039060000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.3,Low-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.10857133333333324,0.030905680801333324,0.1758001160447095,0.10149824432198049,-0.32814036467983765,0.5452830313465041,-0.03176800000000013,0.30576199999999987,-0.03176800000000013,0.05171999999999999,0.30576199999999987,42:-0.0317680000;43:0.0517200000;44:0.3057620000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,4.0,0.3,Low-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means Low-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.00029822053872052834,3.915116686588875e-05,0.006257089328584717,0.0036125322082019213,-0.01584169210623293,0.015245251028791873,-0.007521459595959512,0.003454040404040404,0.003454040404040404,0.0031727575757575233,-0.007521459595959512,42:0.0034540404;43:0.0031727576;44:-0.0075214596
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.05,Low-saliency cutout M8,Random cutout M8,8,8.0,best_to_final_degradation,Best-to-final degradation,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.0036886666666667103,8.161315033333173e-05,0.009033999686369915,0.0052157821507846655,-0.018753032643029428,0.02613036597636285,-0.004000999999999921,0.013637999999999928,0.013637999999999928,-0.004000999999999921,0.0014290000000001246,42:0.0136380000;43:-0.0040010000;44:0.0014290000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.05,Low-saliency cutout M8,Random cutout M8,8,8.0,best_validation_accuracy,Best validation accuracy,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.005634999999999983,9.776250999999765e-06,0.0031266996977643642,0.0018052009121793772,-0.013402152632826903,0.0021321526328269376,-0.008683999999999914,-0.0024359999999999937,-0.00578500000000004,-0.0024359999999999937,-0.008683999999999914,42:-0.0057850000;43:-0.0024360000;44:-0.0086840000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.05,Low-saliency cutout M8,Random cutout M8,8,8.0,final_validation_accuracy,Final validation accuracy,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.009323666666666694,0.00011059132133333226,0.01051624083659804,0.006071554477872814,-0.03544745711569118,0.016800123782357797,-0.019422999999999968,0.0015649999999999276,-0.019422999999999968,0.0015649999999999276,-0.010113000000000039,42:-0.0194230000;43:0.0015650000;44:-0.0101130000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.05,Low-saliency cutout M8,Random cutout M8,8,8.0,maximum_validation_drawdown,Maximum validation drawdown,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.17033733333333334,0.014054683777333333,0.11855245158719128,0.06844628983695497,-0.46483794915260596,0.12416328248593927,-0.27625600000000006,-0.042274000000000034,-0.27625600000000006,-0.042274000000000034,-0.19248199999999993,42:-0.2762560000;43:-0.0422740000;44:-0.1924820000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.05,Low-saliency cutout M8,Random cutout M8,8,8.0,validation_aulc,Normalized validation AULC,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.002164843434343237,1.6453834191689276e-05,0.004056332603681468,0.002341924720658151,-0.01224133222692973,0.007911645358243258,-0.004769767676767622,0.0025087626262627616,0.0025087626262627616,-0.00423352525252485,-0.004769767676767622,42:0.0025087626;43:-0.0042335253;44:-0.0047697677
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.1,Low-saliency cutout M8,Random cutout M8,8,8.0,best_to_final_degradation,Best-to-final degradation,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.007590666666666708,4.0850496333333954e-05,0.0063914393006062374,0.003690099200714165,-0.008286548732929506,0.02346788206626292,0.001471,0.014223000000000097,0.014223000000000097,0.001471,0.007078000000000029,42:0.0142230000;43:0.0014710000;44:0.0070780000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.1,Low-saliency cutout M8,Random cutout M8,8,8.0,best_validation_accuracy,Best validation accuracy,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.0034159999999999746,0.0001486762410000005,0.012193286718518536,0.007039797369242966,-0.03370580336879543,0.026873803368795482,-0.014535999999999993,0.009623000000000048,0.009623000000000048,-0.014535999999999993,-0.005334999999999979,42:0.0096230000;43:-0.0145360000;44:-0.0053350000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.1,Low-saliency cutout M8,Random cutout M8,8,8.0,final_validation_accuracy,Final validation accuracy,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.011006666666666684,3.4013242333333e-05,0.005832087305016361,0.003367157175488595,-0.025494374679823024,0.003481041346489657,-0.016006999999999993,-0.0046000000000000485,-0.0046000000000000485,-0.016006999999999993,-0.012413000000000007,42:-0.0046000000;43:-0.0160070000;44:-0.0124130000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.1,Low-saliency cutout M8,Random cutout M8,8,8.0,maximum_validation_drawdown,Maximum validation drawdown,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.010335666666666707,0.018902970577333335,0.13748807430949542,0.07937877671295046,-0.33120364365432714,0.3518749769876605,-0.10143899999999989,0.1638590000000001,-0.10143899999999989,-0.03141300000000008,0.1638590000000001,42:-0.1014390000;43:-0.0314130000;44:0.1638590000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.1,Low-saliency cutout M8,Random cutout M8,8,8.0,validation_aulc,Normalized validation AULC,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.003071471380471332,9.901864711925065e-06,0.0031467228527350586,0.0018167612860917333,-0.010888364287671048,0.004745421526728383,-0.0060894191919190765,0.00018988888888882283,0.00018988888888882283,-0.0060894191919190765,-0.003314883838383742,42:0.0001898889;43:-0.0060894192;44:-0.0033148838
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.2,Low-saliency cutout M8,Random cutout M8,8,8.0,best_to_final_degradation,Best-to-final degradation,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.006646666666666652,1.7478597333333276e-05,0.004180741242092516,0.002413752081534285,-0.0037388703162758606,0.017032203649609164,0.0019879999999999898,0.01007199999999997,0.0019879999999999898,0.01007199999999997,0.007879999999999998,42:0.0019880000;43:0.0100720000;44:0.0078800000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.2,Low-saliency cutout M8,Random cutout M8,8,8.0,best_validation_accuracy,Best validation accuracy,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.0015696666666666914,8.379472633333299e-05,0.009153945943325916,0.005285033154526501,-0.024309328996661734,0.02116999566332835,-0.010670999999999986,0.007635999999999976,-0.0016740000000000643,0.007635999999999976,-0.010670999999999986,42:-0.0016740000;43:0.0076360000;44:-0.0106710000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.2,Low-saliency cutout M8,Random cutout M8,8,8.0,final_validation_accuracy,Final validation accuracy,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.008216333333333345,8.047977033333296e-05,0.008971051796380008,0.005179439169554074,-0.03050166141562457,0.014068994748957878,-0.018550999999999984,-0.0024359999999999937,-0.003662000000000054,-0.0024359999999999937,-0.018550999999999984,42:-0.0036620000;43:-0.0024360000;44:-0.0185510000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.2,Low-saliency cutout M8,Random cutout M8,8,8.0,maximum_validation_drawdown,Maximum validation drawdown,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.1170243333333333,0.06879651310233331,0.2622908940514964,0.15143371828661908,-0.5345423680532032,0.7685910347198698,-0.185282,0.284136,0.25221899999999986,0.284136,-0.185282,42:0.2522190000;43:0.2841360000;44:-0.1852820000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.2,Low-saliency cutout M8,Random cutout M8,8,8.0,validation_aulc,Normalized validation AULC,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.005754239057239004,3.050268648021404e-05,0.005522923725728434,0.0031886614997630822,-0.01947394216395761,0.007965464049479603,-0.010181227272727078,0.0004346818181818479,-0.010181227272727078,-0.007516171717171782,0.0004346818181818479,42:-0.0101812273;43:-0.0075161717;44:0.0004346818
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.3,Low-saliency cutout M8,Random cutout M8,8,8.0,best_to_final_degradation,Best-to-final degradation,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.0032079999999999518,3.5819538999999775e-05,0.005984942689784069,0.0034554082730313155,-0.018075421838916143,0.01165942183891624,-0.010112999999999928,0.0004900000000001015,-1.0000000000287557e-06,0.0004900000000001015,-0.010112999999999928,42:-0.0000010000;43:0.0004900000;44:-0.0101130000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.3,Low-saliency cutout M8,Random cutout M8,8,8.0,best_validation_accuracy,Best validation accuracy,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.004033666666666676,0.00013712405633333323,0.011709998135496573,0.006760770575738963,-0.033122914640673747,0.025055581307340393,-0.017436000000000007,0.004218999999999973,0.004218999999999973,0.0011160000000000059,-0.017436000000000007,42:0.0042190000;43:0.0011160000;44:-0.0174360000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.3,Low-saliency cutout M8,Random cutout M8,8,8.0,final_validation_accuracy,Final validation accuracy,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.0008256666666667245,3.489071433333372e-05,0.005906836237219864,0.0034103134916179246,-0.01549906132122984,0.01384772798789639,-0.0073230000000000794,0.0042200000000000015,0.0042200000000000015,0.0006259999999999044,-0.0073230000000000794,42:0.0042200000;43:0.0006260000;44:-0.0073230000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.3,Low-saliency cutout M8,Random cutout M8,8,8.0,maximum_validation_drawdown,Maximum validation drawdown,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.11769133333333326,0.042206611029333325,0.2054424762052223,0.11861226894006839,-0.3926560694226223,0.6280387360892888,-0.04605800000000004,0.3482139999999999,-0.04605800000000004,0.3482139999999999,0.05091799999999991,42:-0.0460580000;43:0.3482140000;44:0.0509180000
RawMal-TF,resnet18,cam_low_minus_random,Low-saliency cutout minus random cutout,Low-saliency cutout,cam_low,8.0,0.3,Low-saliency cutout M8,Random cutout M8,8,8.0,validation_aulc,Normalized validation AULC,positive means Low-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.006226804713804805,4.019912533313718e-05,0.006340278017022375,0.0036605612198649354,-0.021976928439464017,0.009523319011854405,-0.010760944444444531,0.0010182474747473247,0.0010182474747473247,-0.008937717171717208,-0.010760944444444531,42:0.0010182475;43:-0.0089377172;44:-0.0107609444
RawMal-TF,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.05,High-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.001011666666666633,7.684012233333353e-05,0.008765849778163753,0.005060965729098665,-0.02278724467696041,0.020763911343627144,-0.008751999999999982,0.008507000000000042,0.008507000000000042,-0.002789999999999959,-0.008751999999999982,42:0.0085070000;43:-0.0027900000;44:-0.0087520000
RawMal-TF,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.05,High-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.002059666666666645,6.389324633333392e-05,0.007993325111199589,0.004614948404671278,-0.0219161870184252,0.01779685368509191,-0.010494000000000003,0.005404000000000075,-0.0010890000000000066,0.005404000000000075,-0.010494000000000003,42:-0.0010890000;43:0.0054040000;44:-0.0104940000
RawMal-TF,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.05,High-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.0010480000000000118,7.948225200000076e-05,0.008915281936091576,0.00514724042570388,-0.02319478806916448,0.02109878806916446,-0.009596000000000049,0.008194000000000035,-0.009596000000000049,0.008194000000000035,-0.0017420000000000213,42:-0.0095960000;43:0.0081940000;44:-0.0017420000
RawMal-TF,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.05,High-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.12138933333333331,0.11890843951633334,0.3448310303849312,0.19908828821767605,-0.9779971001264799,0.7352184334598132,-0.51583,0.12295699999999998,-0.51583,0.02870500000000009,0.12295699999999998,42:-0.5158300000;43:0.0287050000;44:0.1229570000
RawMal-TF,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.05,High-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0006170437710436572,6.227178796391756e-05,0.007891247554342567,0.004556013899741657,-0.018985901872193497,0.020219989414280812,-0.006037686868687109,0.00933492929292934,0.00933492929292934,-0.001446111111111259,-0.006037686868687109,42:0.0093349293;43:-0.0014461111;44:-0.0060376869
RawMal-TF,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.1,High-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.0018236666666667418,7.78075213333337e-05,0.008820857176790342,0.005092724265503147,-0.020088557296985766,0.023735890630319247,-0.00756699999999999,0.009935000000000027,-0.00756699999999999,0.009935000000000027,0.003103000000000189,42:-0.0075670000;43:0.0099350000;44:0.0031030000
RawMal-TF,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.1,High-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.004582333333333318,5.998984333333685e-06,0.0024492824119185775,0.0014140938598426066,-0.01066668813973588,0.0015020214730692453,-0.006738000000000022,-0.001918999999999893,-0.005090000000000039,-0.006738000000000022,-0.001918999999999893,42:-0.0050900000;43:-0.0067380000;44:-0.0019190000
RawMal-TF,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.1,High-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.00640600000000006,9.311721699999997e-05,0.009649726265547639,0.005571272057020131,-0.030377248925216132,0.01756524892521601,-0.01667300000000005,0.0024769999999999515,0.0024769999999999515,-0.01667300000000005,-0.005022000000000082,42:0.0024770000;43:-0.0166730000;44:-0.0050220000
