epoch,lr,train_loss,train_acc1,train_precision,train_recall,train_f1,eval_loss,eval_acc1,eval_precision,eval_recall,eval_f1,eval_split
105,0.04879693,0.021198,0.995293,0.995310,0.995308,0.995306,1.497804,0.715512,0.719259,0.716229,0.711358,val
106,0.04799190,0.021183,0.995268,0.995266,0.995261,0.995261,1.504813,0.718234,0.726240,0.720279,0.716958,val
107,0.04718740,0.016783,0.996574,0.996579,0.996578,0.996576,1.445238,0.721213,0.728600,0.722294,0.720915,val
108,0.04638362,0.012333,0.997708,0.997714,0.997708,0.997710,1.447941,0.719477,0.723448,0.721134,0.716877,val
109,0.04558079,0.006822,0.999187,0.999187,0.999187,0.999186,1.389942,0.733407,0.735664,0.734888,0.730372,val
110,0.04477910,0.008319,0.998645,0.998645,0.998643,0.998643,1.371824,0.729695,0.732666,0.732547,0.728974,val
111,0.04397877,0.009083,0.998447,0.998452,0.998451,0.998451,1.385582,0.726005,0.729767,0.729261,0.725118,val
112,0.04318000,0.007673,0.998817,0.998813,0.998812,0.998812,1.345617,0.731431,0.733024,0.733519,0.730163,val
113,0.04238301,0.005062,0.999507,0.999507,0.999507,0.999507,1.308547,0.736187,0.736378,0.738343,0.734066,val
114,0.04158799,0.004539,0.999446,0.999483,0.999484,0.999483,1.291355,0.740293,0.740431,0.742106,0.737656,val
115,0.04079516,0.004917,0.999482,0.999485,0.999482,0.999483,1.311587,0.732222,0.732285,0.733866,0.729237,val
116,0.04000472,0.005293,0.999310,0.999311,0.999311,0.999311,1.292152,0.731530,0.733060,0.733743,0.730022,val
117,0.03921687,0.005234,0.999285,0.999283,0.999283,0.999283,1.275589,0.740352,0.740675,0.741498,0.737733,val
118,0.03843182,0.003780,0.999556,0.999556,0.999552,0.999554,1.274959,0.742956,0.744756,0.744316,0.740781,val
119,0.03764978,0.003612,0.999409,0.999407,0.999407,0.999407,1.247659,0.741513,0.740937,0.743310,0.738575,val
120,0.03687094,0.003116,0.999680,0.999678,0.999678,0.999678,1.259979,0.742915,0.742873,0.745302,0.740207,val
121,0.03609552,0.003031,0.999729,0.999727,0.999726,0.999727,1.230465,0.747689,0.747205,0.749595,0.745007,val
122,0.03532370,0.002440,0.999852,0.999851,0.999850,0.999851,1.208207,0.747255,0.746567,0.749007,0.744572,val
123,0.03455570,0.002413,0.999729,0.999727,0.999727,0.999727,1.195475,0.747689,0.746947,0.749413,0.745814,val
124,0.03379170,0.002529,0.999655,0.999653,0.999653,0.999653,1.198906,0.744592,0.744315,0.746519,0.742353,val
