epoch,lr,train_loss,train_acc1,eval_loss,eval_acc1,eval_split,val_split
1,0.00010000,2.532687,0.252523,2.267733,0.305940,val,0.1
2,0.02008000,1.286493,0.568525,1.743578,0.567726,val,0.1
3,0.04006000,0.626332,0.800369,1.559777,0.668568,val,0.1
4,0.06004000,0.360140,0.886217,1.769124,0.679864,val,0.1
5,0.08002000,0.323816,0.896062,1.545692,0.666267,val,0.1
6,0.10000000,0.337580,0.892772,1.747510,0.609566,val,0.1
7,0.09997267,0.278205,0.910879,1.650004,0.635957,val,0.1
8,0.09989069,0.270418,0.913083,1.718092,0.638475,val,0.1
9,0.09975417,0.253907,0.917548,1.620348,0.661735,val,0.1
10,0.09956325,0.246686,0.919728,1.813508,0.614275,val,0.1
11,0.09931813,0.242853,0.921353,1.704484,0.656196,val,0.1
12,0.09901910,0.241471,0.920871,1.601005,0.658074,val,0.1
13,0.09866646,0.231237,0.923761,1.594249,0.661422,val,0.1
14,0.09826062,0.227282,0.925638,1.665994,0.642449,val,0.1
15,0.09780201,0.224421,0.925663,1.737042,0.644681,val,0.1
16,0.09729113,0.218099,0.928194,1.624924,0.665151,val,0.1
17,0.09672855,0.223572,0.926438,1.799819,0.640040,val,0.1
18,0.09611488,0.210433,0.929932,1.528131,0.678544,val,0.1
19,0.09545078,0.210159,0.930096,1.591298,0.642068,val,0.1
20,0.09473699,0.206748,0.930879,1.584327,0.674461,val,0.1
21,0.09397429,0.200332,0.932120,1.592610,0.681784,val,0.1
22,0.09316351,0.211132,0.929345,1.477247,0.669888,val,0.1
23,0.09230553,0.197819,0.933230,1.841470,0.608694,val,0.1
24,0.09140130,0.185289,0.936210,1.630836,0.662606,val,0.1
25,0.09045180,0.204404,0.931222,1.546492,0.674910,val,0.1
26,0.08945808,0.195786,0.933043,1.712978,0.678476,val,0.1
27,0.08842121,0.192885,0.934577,1.744797,0.647961,val,0.1
28,0.08734234,0.169275,0.941557,1.653542,0.644232,val,0.1
29,0.08622264,0.184070,0.937051,1.718857,0.662293,val,0.1
30,0.08506333,0.193483,0.933941,1.550944,0.674638,val,0.1
31,0.08386569,0.185456,0.936700,1.526673,0.654031,val,0.1
32,0.08263103,0.171284,0.940627,1.754249,0.676203,val,0.1
