epoch,lr,train_loss,train_acc1,train_precision,train_recall,train_f1,eval_loss,eval_acc1,eval_precision,eval_recall,eval_f1,eval_split
40,0.09268526,0.921643,0.728419,0.727895,0.728772,0.728096,1.765702,0.555676,0.631041,0.551740,0.555925,val
41,0.09226028,0.921606,0.728050,0.727119,0.728334,0.727479,1.657024,0.568566,0.637483,0.562141,0.559065,val
42,0.09182432,0.916289,0.727850,0.727781,0.728264,0.727807,1.841781,0.534272,0.616373,0.529359,0.529095,val
43,0.09137752,0.904862,0.733611,0.733260,0.733975,0.733409,1.628442,0.584513,0.645504,0.580844,0.580734,val
44,0.09091997,0.890962,0.734553,0.734156,0.734825,0.734256,1.846772,0.546909,0.624942,0.541774,0.538479,val
45,0.09045180,0.904462,0.731352,0.730925,0.731612,0.730964,1.529497,0.602217,0.649634,0.597687,0.598285,val
46,0.08997314,0.874143,0.740454,0.739883,0.740805,0.740126,1.759227,0.557847,0.637235,0.554370,0.555248,val
47,0.08948410,0.884404,0.737884,0.737758,0.738255,0.737770,1.618584,0.579435,0.640411,0.576673,0.575676,val
48,0.08898482,0.868998,0.740047,0.739872,0.740434,0.739919,1.691350,0.586294,0.655655,0.583379,0.589617,val
49,0.08847542,0.862921,0.739157,0.739072,0.739464,0.739085,1.661727,0.578826,0.634812,0.576248,0.577587,val
50,0.08795603,0.852933,0.745588,0.744809,0.745885,0.745136,1.501656,0.603458,0.646545,0.601546,0.598865,val
51,0.08742679,0.856045,0.743453,0.743029,0.743730,0.743160,1.734606,0.567383,0.638787,0.561344,0.561824,val
52,0.08688785,0.845690,0.746750,0.746776,0.747137,0.746747,1.535539,0.608674,0.645813,0.601812,0.592635,val
53,0.08633932,0.842280,0.748111,0.747657,0.748474,0.747836,1.501029,0.613971,0.654501,0.609103,0.606459,val
54,0.08578137,0.828590,0.751674,0.751296,0.752133,0.751475,1.467257,0.609341,0.652348,0.607567,0.605004,val
55,0.08521413,0.823456,0.752843,0.752393,0.753218,0.752600,1.620044,0.580974,0.656426,0.577028,0.580835,val
56,0.08463775,0.819994,0.754190,0.754084,0.754430,0.754074,1.603761,0.595244,0.647446,0.589949,0.583901,val
57,0.08405239,0.816444,0.755613,0.755337,0.755808,0.755358,1.538685,0.609030,0.661448,0.603340,0.601602,val
58,0.08345818,0.802798,0.760828,0.760897,0.761146,0.760784,1.598375,0.598977,0.656453,0.593160,0.596419,val
59,0.08285530,0.799551,0.759021,0.758870,0.759368,0.758941,1.459745,0.613936,0.658224,0.612184,0.613270,val
60,0.08224389,0.799517,0.758732,0.758483,0.759034,0.758551,1.484643,0.618658,0.659474,0.613072,0.611033,val
61,0.08162411,0.781452,0.763558,0.763450,0.763904,0.763493,1.615736,0.591843,0.652464,0.586849,0.585745,val
62,0.08099612,0.771330,0.766165,0.765761,0.766412,0.765876,1.645383,0.593555,0.668449,0.590004,0.586980,val
63,0.08036009,0.777639,0.764764,0.764696,0.765097,0.764717,1.480928,0.617624,0.674192,0.615423,0.621142,val
64,0.07971618,0.761082,0.769544,0.769368,0.769797,0.769415,1.439339,0.632135,0.674165,0.627861,0.627816,val
65,0.07906456,0.762004,0.768387,0.768128,0.768756,0.768260,1.493927,0.621519,0.662766,0.615734,0.616124,val
66,0.07840540,0.757766,0.772495,0.772304,0.772741,0.772332,1.561499,0.604561,0.640518,0.603640,0.599109,val
67,0.07773886,0.752626,0.772555,0.772434,0.772856,0.772483,1.734238,0.581376,0.647479,0.575576,0.576180,val
68,0.07706513,0.723502,0.779600,0.779544,0.779936,0.779591,1.681797,0.584386,0.656109,0.582259,0.581356,val
69,0.07638437,0.735565,0.778747,0.779008,0.779057,0.778876,1.768720,0.582663,0.672310,0.578058,0.592505,val
70,0.07569677,0.729579,0.778379,0.778276,0.778720,0.778359,1.620396,0.596611,0.657656,0.590565,0.591375,val
71,0.07500250,0.704701,0.786022,0.786021,0.786308,0.786006,1.557506,0.603941,0.636637,0.597736,0.595715,val
72,0.07430174,0.705717,0.785598,0.785397,0.785818,0.785445,1.684041,0.584766,0.642791,0.580608,0.577635,val
73,0.07359468,0.699867,0.789201,0.789157,0.789511,0.789191,1.662516,0.589350,0.666448,0.584805,0.588099,val
74,0.07288149,0.690191,0.790397,0.790482,0.790780,0.790469,1.624490,0.600000,0.648426,0.595016,0.594258,val
75,0.07216236,0.688732,0.791171,0.790971,0.791295,0.790999,1.612973,0.604435,0.665346,0.599868,0.602198,val
76,0.07143748,0.677155,0.793075,0.792887,0.793225,0.792925,1.469642,0.625908,0.668270,0.623595,0.625168,val
77,0.07070705,0.675337,0.794611,0.794623,0.794890,0.794642,1.520259,0.612971,0.642217,0.609129,0.601184,val
78,0.06997123,0.656379,0.798545,0.798553,0.798685,0.798454,1.584738,0.607755,0.653999,0.606661,0.602819,val
79,0.06923024,0.655869,0.799908,0.800146,0.800232,0.800058,1.444383,0.635846,0.661807,0.629382,0.628630,val
80,0.06848425,0.643371,0.804927,0.804973,0.805216,0.804966,1.532911,0.614809,0.651377,0.608859,0.603426,val
81,0.06773347,0.650407,0.801346,0.801469,0.801669,0.801451,1.602890,0.607468,0.656397,0.602880,0.601025,val
82,0.06697809,0.627462,0.808557,0.808508,0.808788,0.808515,1.480666,0.625988,0.666880,0.621279,0.620895,val
83,0.06621830,0.625189,0.808088,0.808213,0.808398,0.808173,1.562160,0.621829,0.662485,0.619750,0.617876,val
84,0.06545430,0.617725,0.811038,0.811094,0.811275,0.811054,1.453506,0.636455,0.676724,0.632850,0.633249,val
85,0.06468630,0.602674,0.815893,0.816042,0.816075,0.815926,1.577356,0.613545,0.662802,0.610266,0.612506,val
86,0.06391448,0.607037,0.813637,0.813790,0.813950,0.813734,1.583772,0.613867,0.661914,0.610640,0.612229,val
87,0.06313906,0.584515,0.820594,0.820948,0.820931,0.820825,1.614447,0.594382,0.645706,0.591431,0.585316,val
88,0.06236022,0.568417,0.823664,0.823702,0.823969,0.823714,1.364411,0.642452,0.677428,0.633515,0.637307,val
89,0.06157818,0.582358,0.819462,0.819449,0.819664,0.819446,1.714032,0.594853,0.652392,0.590259,0.592832,val
90,0.06079313,0.560676,0.826421,0.826432,0.826568,0.826404,1.507297,0.623415,0.665378,0.620261,0.617080,val
91,0.06000528,0.556003,0.828996,0.829282,0.829308,0.829198,1.556297,0.619428,0.655458,0.615005,0.614131,val
92,0.05921484,0.549441,0.830626,0.830733,0.830800,0.830662,1.628084,0.616337,0.674540,0.608356,0.611226,val
93,0.05842201,0.541388,0.835069,0.835223,0.835295,0.835152,1.511980,0.631181,0.668582,0.626578,0.628321,val
94,0.05762699,0.519346,0.840172,0.840290,0.840482,0.840299,1.501684,0.634007,0.672178,0.628063,0.629737,val
95,0.05683000,0.522370,0.839750,0.839790,0.839884,0.839744,1.597063,0.618176,0.657176,0.611726,0.606205,val
96,0.05603123,0.520541,0.840766,0.840895,0.841011,0.840857,1.391109,0.650758,0.680956,0.646826,0.646303,val
97,0.05523090,0.498003,0.847010,0.847410,0.847199,0.847202,1.503693,0.627964,0.659531,0.623521,0.623210,val
98,0.05442921,0.502176,0.845580,0.845659,0.845763,0.845618,1.470598,0.638419,0.666571,0.635666,0.635423,val
99,0.05362638,0.489894,0.848031,0.848340,0.848225,0.848201,1.564813,0.621760,0.672478,0.617661,0.615893,val
100,0.05282260,0.484795,0.850505,0.850778,0.850742,0.850699,1.603312,0.614878,0.654046,0.610387,0.607989,val
101,0.05201810,0.456470,0.857740,0.857922,0.858013,0.857904,1.611992,0.610903,0.648294,0.606076,0.606602,val
102,0.05121307,0.467201,0.854956,0.855127,0.855149,0.855049,1.506731,0.630319,0.669667,0.626912,0.626557,val
103,0.05040772,0.443234,0.863210,0.863711,0.863482,0.863525,1.517979,0.637845,0.672812,0.633164,0.634412,val
104,0.04960228,0.437965,0.864181,0.864353,0.864322,0.864265,1.654758,0.614465,0.660560,0.609115,0.609518,val
105,0.04879693,0.438070,0.862714,0.862881,0.862876,0.862786,1.550275,0.639166,0.677135,0.635503,0.634333,val
106,0.04799190,0.431596,0.865022,0.865304,0.865188,0.865168,1.488161,0.645933,0.680833,0.641154,0.643238,val
107,0.04718740,0.395690,0.876615,0.876767,0.876755,0.876691,1.428834,0.651252,0.685283,0.647350,0.649027,val
108,0.04638362,0.402359,0.875429,0.875726,0.875670,0.875640,1.522400,0.639476,0.667811,0.636156,0.635234,val
109,0.04558079,0.398271,0.876766,0.876921,0.876876,0.876834,1.497905,0.636500,0.679807,0.630791,0.634326,val
110,0.04477910,0.384765,0.880531,0.880637,0.880691,0.880588,1.701892,0.621048,0.680712,0.616564,0.624673,val
111,0.04397877,0.374792,0.883488,0.883746,0.883683,0.883658,1.580272,0.627838,0.662355,0.622114,0.624991,val
112,0.04318000,0.359929,0.888886,0.889124,0.889081,0.889039,1.514685,0.631905,0.660965,0.628208,0.626025,val
113,0.04238301,0.358801,0.890477,0.890533,0.890592,0.890511,1.506605,0.651218,0.688742,0.651384,0.649546,val
114,0.04158799,0.349084,0.892068,0.892279,0.892209,0.892186,1.492984,0.645956,0.678291,0.641540,0.643274,val
115,0.04079516,0.336374,0.895569,0.895865,0.895675,0.895718,1.504399,0.650793,0.684770,0.645724,0.646107,val
116,0.04000472,0.322885,0.899237,0.899430,0.899364,0.899345,1.498856,0.651482,0.686970,0.646969,0.649286,val
117,0.03921687,0.300186,0.907971,0.908201,0.908094,0.908087,1.472601,0.660535,0.684936,0.657045,0.657481,val
118,0.03843182,0.313540,0.902521,0.902745,0.902661,0.902649,1.403732,0.662190,0.685313,0.658275,0.658156,val
119,0.03764978,0.290697,0.911049,0.911347,0.911228,0.911251,1.490355,0.654481,0.684838,0.649498,0.652508,val
120,0.03687094,0.283274,0.913774,0.913996,0.913955,0.913929,1.549896,0.641579,0.677367,0.639092,0.640646,val
121,0.03609552,0.282649,0.914087,0.914240,0.914166,0.914159,1.515216,0.637121,0.669847,0.632530,0.630804,val
122,0.03532370,0.285355,0.912233,0.912418,0.912327,0.912328,1.479220,0.656698,0.697240,0.653498,0.657882,val
123,0.03455570,0.267628,0.918812,0.919047,0.918957,0.918964,1.463545,0.664683,0.695665,0.661343,0.662024,val
124,0.03379170,0.239995,0.927702,0.927937,0.927816,0.927833,1.469609,0.661041,0.684150,0.658610,0.656451,val
125,0.03303191,0.234766,0.930970,0.931205,0.931114,0.931118,1.478871,0.661868,0.687711,0.657024,0.657312,val
126,0.03227653,0.231578,0.930430,0.930638,0.930609,0.930583,1.548224,0.665786,0.695916,0.659994,0.662163,val
127,0.03152575,0.236979,0.928282,0.928544,0.928450,0.928455,1.392827,0.670588,0.692125,0.668135,0.665650,val
128,0.03077976,0.229955,0.931441,0.931658,0.931586,0.931591,1.380763,0.671622,0.693542,0.666864,0.667289,val
129,0.03003877,0.221450,0.933732,0.934009,0.933891,0.933925,1.450345,0.662902,0.689196,0.657772,0.658321,val
130,0.02930295,0.198458,0.940615,0.940761,0.940708,0.940703,1.400198,0.671829,0.692155,0.668233,0.667687,val
131,0.02857252,0.186995,0.945441,0.945618,0.945577,0.945578,1.435949,0.663775,0.689484,0.659504,0.660425,val
132,0.02784764,0.190834,0.943821,0.944016,0.943958,0.943959,1.455748,0.673460,0.697518,0.667849,0.668802,val
133,0.02712851,0.167775,0.952168,0.952293,0.952240,0.952245,1.310275,0.687132,0.702092,0.681241,0.680754,val
134,0.02641532,0.150458,0.956915,0.957116,0.957050,0.957056,1.304486,0.691693,0.701147,0.686441,0.684831,val
135,0.02570826,0.147462,0.958745,0.958791,0.958766,0.958754,1.332151,0.685512,0.706561,0.680747,0.682067,val
136,0.02500750,0.151256,0.956925,0.956981,0.956951,0.956939,1.359140,0.681710,0.698225,0.677479,0.678129,val
137,0.02431323,0.142158,0.961729,0.961833,0.961790,0.961790,1.403002,0.680871,0.698094,0.677332,0.675992,val
138,0.02362563,0.130805,0.963855,0.963924,0.963874,0.963876,1.300505,0.702413,0.718125,0.698687,0.700003,val
139,0.02294487,0.123912,0.966989,0.967102,0.967042,0.967051,1.304050,0.694497,0.711566,0.690966,0.689362,val
140,0.02227114,0.115400,0.969186,0.969244,0.969239,0.969227,1.277400,0.699368,0.710783,0.695329,0.693883,val
141,0.02160460,0.111566,0.970518,0.970592,0.970567,0.970566,1.288818,0.700069,0.715691,0.696272,0.696518,val
142,0.02094544,0.108252,0.972353,0.972501,0.972438,0.972451,1.262448,0.703883,0.710763,0.698890,0.697944,val
143,0.02029382,0.099944,0.974629,0.974724,0.974700,0.974698,1.207142,0.710788,0.718583,0.706544,0.706732,val
144,0.01964991,0.089627,0.977492,0.977579,0.977566,0.977559,1.274947,0.699793,0.708033,0.696686,0.693591,val
145,0.01901388,0.086627,0.979024,0.979119,0.979097,0.979098,1.218582,0.708686,0.722733,0.704254,0.706103,val
146,0.01838589,0.068833,0.984025,0.984070,0.984056,0.984055,1.176760,0.718647,0.724760,0.714574,0.713958,val
147,0.01776611,0.063594,0.986259,0.986345,0.986316,0.986322,1.199225,0.714798,0.720421,0.709924,0.709219,val
148,0.01715470,0.054117,0.988491,0.988544,0.988534,0.988533,1.161456,0.723265,0.730236,0.719422,0.718450,val
149,0.01655182,0.046568,0.991655,0.991666,0.991649,0.991651,1.136131,0.735570,0.739554,0.732770,0.731730,val
150,0.01595761,0.038983,0.993134,0.993184,0.993181,0.993178,1.111231,0.736627,0.738592,0.732032,0.731116,val
151,0.01537225,0.036641,0.993973,0.994014,0.994005,0.994006,1.093641,0.731641,0.735262,0.727290,0.727149,val
152,0.01479587,0.032732,0.994562,0.994574,0.994572,0.994570,1.078504,0.741245,0.741444,0.736277,0.735436,val
153,0.01422863,0.024149,0.996937,0.996940,0.996935,0.996936,1.050080,0.742268,0.741130,0.737928,0.736358,val
154,0.01367068,0.018618,0.998025,0.998031,0.998027,0.998028,1.028261,0.749517,0.749951,0.745927,0.744858,val
155,0.01312215,0.016261,0.998557,0.998561,0.998554,0.998556,0.996411,0.758261,0.758168,0.753509,0.752822,val
156,0.01258321,0.015237,0.998673,0.998692,0.998690,0.998690,0.992442,0.753516,0.752685,0.750698,0.748601,val
157,0.01205397,0.013884,0.998912,0.998913,0.998909,0.998911,0.975548,0.758157,0.756364,0.754846,0.753029,val
158,0.01153458,0.012230,0.999445,0.999445,0.999444,0.999444,0.971583,0.754906,0.755328,0.752125,0.750836,val
159,0.01102518,0.011272,0.999401,0.999401,0.999398,0.999399,0.940014,0.765774,0.764014,0.762199,0.760785,val
160,0.01052590,0.011334,0.999423,0.999422,0.999424,0.999423,0.937401,0.761041,0.759508,0.757186,0.755953,val
161,0.01003686,0.010077,0.999494,0.999513,0.999509,0.999511,0.940889,0.762431,0.760078,0.758865,0.757445,val
162,0.00955820,0.010588,0.999467,0.999470,0.999467,0.999468,0.934181,0.766751,0.765268,0.763099,0.761975,val
163,0.00909003,0.010309,0.999600,0.999600,0.999601,0.999601,0.935457,0.768026,0.766090,0.764100,0.762489,val
164,0.00863248,0.010673,0.999490,0.999488,0.999489,0.999488,0.928525,0.770324,0.767111,0.766102,0.765010,val
165,0.00818568,0.010764,0.999467,0.999466,0.999464,0.999465,0.930815,0.768440,0.766484,0.764646,0.763543,val
166,0.00774972,0.010417,0.999578,0.999577,0.999577,0.999577,0.924830,0.766659,0.764321,0.762973,0.761471,val
167,0.00732474,0.010226,0.999711,0.999710,0.999711,0.999710,0.922318,0.769658,0.767636,0.766355,0.764837,val
168,0.00691083,0.010013,0.999667,0.999667,0.999666,0.999666,0.924262,0.770565,0.767955,0.766824,0.765746,val
169,0.00650810,0.010103,0.999578,0.999577,0.999578,0.999578,0.923861,0.766337,0.763547,0.763038,0.761391,val
170,0.00611667,0.009899,0.999645,0.999645,0.999644,0.999644,0.923920,0.771760,0.769942,0.768491,0.767295,val
171,0.00573663,0.009742,0.999623,0.999624,0.999622,0.999622,0.915473,0.769416,0.766587,0.765811,0.764600,val
172,0.00536807,0.009657,0.999711,0.999711,0.999712,0.999711,0.914265,0.775253,0.773057,0.771763,0.770254,val
173,0.00501111,0.009562,0.999689,0.999688,0.999688,0.999688,0.908400,0.774426,0.772136,0.770383,0.769311,val
174,0.00466582,0.009540,0.999645,0.999645,0.999644,0.999644,0.919016,0.773277,0.770801,0.769698,0.768485,val
175,0.00433229,0.009559,0.999711,0.999711,0.999710,0.999710,0.914425,0.771737,0.768940,0.767762,0.766474,val
176,0.00401063,0.009406,0.999845,0.999845,0.999845,0.999845,0.915065,0.773081,0.769762,0.769271,0.767941,val
177,0.00370090,0.009258,0.999800,0.999800,0.999801,0.999800,0.913689,0.774276,0.772232,0.770703,0.769316,val
178,0.00340319,0.009341,0.999734,0.999734,0.999733,0.999733,0.914016,0.774081,0.770914,0.770376,0.768886,val
179,0.00311757,0.009278,0.999667,0.999667,0.999665,0.999666,0.911019,0.773863,0.770768,0.769816,0.768654,val
180,0.00284413,0.009155,0.999734,0.999733,0.999732,0.999732,0.912303,0.772714,0.770386,0.768959,0.768139,val
181,0.00258292,0.009152,0.999800,0.999800,0.999800,0.999800,0.911750,0.773472,0.770984,0.769919,0.768672,val
182,0.00233402,0.009347,0.999778,0.999778,0.999777,0.999777,0.915707,0.770784,0.767931,0.767296,0.765674,val
183,0.00209750,0.009038,0.999711,0.999711,0.999710,0.999711,0.911535,0.775057,0.772348,0.771237,0.770147,val
184,0.00187341,0.008987,0.999800,0.999801,0.999800,0.999800,0.915511,0.774449,0.771382,0.770669,0.769245,val
185,0.00166181,0.008921,0.999778,0.999779,0.999778,0.999778,0.909833,0.771565,0.769961,0.768114,0.766955,val
186,0.00146276,0.008922,0.999734,0.999734,0.999732,0.999733,0.915079,0.775011,0.771678,0.770941,0.769625,val
187,0.00127631,0.009049,0.999623,0.999622,0.999624,0.999622,0.911730,0.774449,0.771291,0.770509,0.769377,val
188,0.00110251,0.008765,0.999845,0.999845,0.999845,0.999845,0.915659,0.774667,0.772268,0.770786,0.769493,val
189,0.00094140,0.008806,0.999778,0.999779,0.999777,0.999778,0.912997,0.774276,0.772220,0.770680,0.769476,val
190,0.00079302,0.008724,0.999778,0.999779,0.999777,0.999778,0.913249,0.772691,0.770884,0.768558,0.767638,val
191,0.00065742,0.008705,0.999800,0.999800,0.999801,0.999800,0.913743,0.776402,0.773849,0.772246,0.771110,val
192,0.00053463,0.008625,0.999889,0.999888,0.999889,0.999889,0.911676,0.773300,0.770049,0.769494,0.767857,val
193,0.00042467,0.008779,0.999756,0.999757,0.999756,0.999756,0.911322,0.775643,0.773634,0.771757,0.770821,val
194,0.00032759,0.008686,0.999889,0.999889,0.999889,0.999889,0.914562,0.774839,0.771151,0.770697,0.769213,val
195,0.00024339,0.008674,0.999822,0.999823,0.999823,0.999823,0.913830,0.775057,0.773260,0.771011,0.770065,val
196,0.00017212,0.008585,0.999867,0.999868,0.999867,0.999867,0.915669,0.773323,0.771075,0.769888,0.768481,val
197,0.00011378,0.008473,0.999867,0.999866,0.999867,0.999867,0.913609,0.771955,0.769438,0.768362,0.766781,val
198,0.00006838,0.008751,0.999734,0.999733,0.999735,0.999734,0.915393,0.773472,0.770441,0.769538,0.768238,val
199,0.00003595,0.008521,0.999845,0.999845,0.999845,0.999845,0.908938,0.771909,0.768732,0.767875,0.766550,val
200,0.00001649,0.008733,0.999756,0.999756,0.999755,0.999755,0.915744,0.775643,0.773530,0.772233,0.771006,val
