epoch,lr,train_loss,train_acc1,train_precision,train_recall,train_f1,eval_loss,eval_acc1,eval_precision,eval_recall,eval_f1,eval_split
187,0.00127631,0.001897,0.999926,0.999926,0.999926,0.999926,0.793677,0.805954,0.804479,0.807819,0.804193,val
188,0.00110251,0.001840,0.999926,0.999926,0.999925,0.999926,0.798824,0.806388,0.805058,0.808302,0.804398,val
189,0.00094140,0.001918,0.999901,0.999901,0.999902,0.999901,0.797377,0.806013,0.805013,0.808050,0.804374,val
190,0.00079302,0.001889,0.999901,0.999901,0.999901,0.999901,0.795368,0.804060,0.802750,0.806092,0.802339,val
191,0.00065742,0.001863,0.999951,0.999951,0.999951,0.999951,0.795042,0.806289,0.805409,0.808237,0.804663,val
192,0.00053463,0.001888,0.999877,0.999876,0.999876,0.999876,0.796098,0.804711,0.803461,0.806792,0.802918,val
193,0.00042467,0.001875,0.999926,0.999926,0.999926,0.999926,0.795248,0.804928,0.803253,0.806800,0.802794,val
194,0.00032759,0.001892,0.999901,0.999901,0.999902,0.999901,0.797417,0.807098,0.806372,0.809163,0.805820,val
195,0.00024339,0.001870,0.999926,0.999926,0.999927,0.999926,0.796990,0.804594,0.802460,0.806320,0.802391,val
196,0.00017212,0.001863,0.999951,0.999950,0.999951,0.999950,0.797384,0.806822,0.805071,0.808601,0.804553,val
197,0.00011378,0.001874,0.999926,0.999925,0.999925,0.999925,0.794948,0.805145,0.804307,0.807326,0.803513,val
198,0.00006838,0.001860,0.999926,0.999925,0.999927,0.999926,0.798151,0.805796,0.804047,0.807534,0.803612,val
199,0.00003595,0.001908,0.999901,0.999901,0.999901,0.999901,0.797046,0.808242,0.807132,0.810136,0.806525,val
200,0.00001649,0.001854,0.999926,0.999926,0.999927,0.999926,0.794905,0.807473,0.805801,0.809429,0.805449,val
