epoch,lr,train_loss,train_acc1,train_acc5,eval_loss,eval_acc1,eval_acc5,eval_split
1,0.00005000,4.644354,0.013196,0.061721,4.589581,0.019727,0.076551,val
2,0.01004000,3.901278,0.130166,0.355331,3.660970,0.179745,0.449632,val
3,0.02003000,3.355054,0.247504,0.543270,3.262630,0.274805,0.580308,val
4,0.03002000,2.965587,0.341822,0.661811,2.942217,0.353734,0.660765,val
5,0.04001000,2.691931,0.412097,0.736395,2.691481,0.415154,0.725643,val
6,0.05000000,2.491479,0.467916,0.784848,2.614525,0.430101,0.753045,val
7,0.04998633,2.305766,0.520967,0.825541,2.440639,0.478412,0.796082,val
8,0.04994534,2.181555,0.556663,0.851533,2.378755,0.498139,0.806491,val
9,0.04987707,2.098510,0.581570,0.867466,2.339739,0.506537,0.817153,val
10,0.04978160,2.031995,0.604660,0.881015,2.410734,0.491969,0.796071,val
11,0.04965903,1.991655,0.613676,0.886211,2.243132,0.537259,0.835489,val
12,0.04950950,1.948258,0.628901,0.894134,2.258015,0.530572,0.842888,val
13,0.04933316,1.903816,0.642440,0.900544,2.491233,0.471553,0.784375,val
14,0.04913022,1.884532,0.648632,0.905264,2.231694,0.546772,0.831974,val
15,0.04890089,1.851183,0.660844,0.908684,2.215902,0.548955,0.839143,val
16,0.04864543,1.822086,0.669944,0.914571,2.167728,0.565705,0.847714,val
17,0.04836411,1.800252,0.676159,0.920741,2.191646,0.551517,0.843543,val
18,0.04805724,1.774890,0.684082,0.921727,2.134046,0.571737,0.854159,val
19,0.04772516,1.759553,0.689189,0.924329,2.272967,0.535650,0.824966,val
20,0.04736823,1.739372,0.695187,0.926694,2.180473,0.559122,0.839694,val
21,0.04698684,1.717039,0.702915,0.931377,2.093573,0.588591,0.853217,val
22,0.04658141,1.708060,0.705707,0.933362,2.163202,0.574115,0.845623,val
23,0.04615238,1.690249,0.711406,0.935892,2.186166,0.561466,0.835639,val
24,0.04570022,1.677325,0.717667,0.938580,2.109668,0.582767,0.862649,val
25,0.04522542,1.657305,0.720994,0.941219,2.069149,0.589982,0.865866,val
26,0.04472851,1.639667,0.727275,0.942070,2.121038,0.582169,0.854044,val
27,0.04421003,1.630629,0.730153,0.943880,2.094664,0.601471,0.860869,val
28,0.04367054,1.610984,0.736918,0.947830,2.197458,0.560558,0.834099,val
29,0.04311063,1.608886,0.736392,0.945071,2.065102,0.608697,0.866165,val
30,0.04253092,1.588213,0.743783,0.949453,2.033750,0.606009,0.872564,val
31,0.04193204,1.575025,0.748382,0.951857,1.963059,0.631893,0.884111,val
32,0.04131464,1.565689,0.751043,0.954025,2.015904,0.621415,0.876000,val
33,0.04067941,1.553243,0.755147,0.954713,2.072264,0.600023,0.858536,val
34,0.04002703,1.527550,0.764819,0.957885,2.039647,0.612305,0.871588,val
35,0.03935822,1.519988,0.767127,0.959364,2.039223,0.609295,0.862500,val
36,0.03867370,1.505168,0.771835,0.960518,2.057754,0.602861,0.865993,val
37,0.03797424,1.490433,0.777662,0.962854,1.957121,0.620990,0.885133,val
38,0.03726059,1.471024,0.782305,0.965537,1.970019,0.629193,0.878929,val
39,0.03653353,1.463086,0.785741,0.965591,2.022804,0.614660,0.868015,val
40,0.03579386,1.445572,0.792749,0.969142,2.001619,0.623564,0.880101,val
41,0.03504239,1.435713,0.796749,0.969485,1.956679,0.634949,0.883892,val
42,0.03427993,1.416815,0.803561,0.971485,1.994536,0.624586,0.876390,val
43,0.03350733,1.405594,0.806710,0.972905,1.951421,0.634582,0.885478,val
44,0.03272542,1.386519,0.813104,0.974930,1.996059,0.626907,0.874828,val
45,0.03193507,1.370205,0.816211,0.976787,1.916303,0.638385,0.892486,val
46,0.03113714,1.353306,0.821504,0.979724,1.974484,0.630641,0.880170,val
47,0.03033249,1.345478,0.828095,0.979085,1.958928,0.637684,0.879837,val
