epoch,lr,train_loss,train_acc1,eval_loss,eval_acc1,eval_split,val_split
1,0.00010000,4.389884,0.049064,4.157090,0.067590,val,0.1
2,0.02008000,1.895570,0.502029,2.291128,0.459341,val,0.1
3,0.04006000,0.663223,0.807497,2.281804,0.489959,val,0.1
4,0.06004000,0.553365,0.836969,2.494183,0.478562,val,0.1
5,0.08002000,0.597983,0.824343,2.303926,0.481445,val,0.1
6,0.10000000,0.674200,0.803382,2.463508,0.467509,val,0.1
7,0.09997267,0.616159,0.820695,2.471134,0.450862,val,0.1
8,0.09989069,0.596454,0.826316,2.479071,0.474552,val,0.1
9,0.09975417,0.580556,0.831082,2.606162,0.451413,val,0.1
10,0.09956325,0.570467,0.833992,2.428599,0.474046,val,0.1
11,0.09931813,0.560501,0.837384,2.469263,0.465372,val,0.1
12,0.09901910,0.556076,0.838487,2.277871,0.490280,val,0.1
13,0.09866646,0.545830,0.841284,2.478379,0.466326,val,0.1
14,0.09826062,0.539200,0.842627,2.490552,0.470301,val,0.1
15,0.09780201,0.537918,0.844115,2.407822,0.477321,val,0.1
16,0.09729113,0.531361,0.846246,2.581287,0.469210,val,0.1
17,0.09672855,0.525973,0.847221,2.443691,0.481790,val,0.1
18,0.09611488,0.517832,0.849672,2.440248,0.478734,val,0.1
19,0.09545078,0.515093,0.850274,2.293635,0.496059,val,0.1
20,0.09473699,0.504801,0.853461,2.307293,0.494910,val,0.1
21,0.09397429,0.501073,0.854394,2.335716,0.495393,val,0.1
22,0.09316351,0.491119,0.857432,2.641734,0.458778,val,0.1
23,0.09230553,0.493772,0.856919,2.507695,0.465832,val,0.1
24,0.09140130,0.481915,0.859923,2.447977,0.481078,val,0.1
25,0.09045180,0.476482,0.861288,2.454152,0.498116,val,0.1
26,0.08945808,0.470372,0.863490,2.301454,0.510777,val,0.1
27,0.08842121,0.462407,0.865793,2.377579,0.492015,val,0.1
28,0.08734234,0.455514,0.867829,2.333948,0.500379,val,0.1
29,0.08622264,0.446588,0.870401,2.584321,0.457169,val,0.1
30,0.08506333,0.440384,0.871784,2.524192,0.471772,val,0.1
31,0.08386569,0.434223,0.873494,2.349415,0.489476,val,0.1
32,0.08263103,0.424761,0.876348,2.365789,0.493428,val,0.1
33,0.08136068,0.415018,0.879705,2.541835,0.477516,val,0.1
34,0.08005605,0.408079,0.881208,2.412572,0.486673,val,0.1
35,0.07871856,0.396803,0.884402,2.453706,0.478539,val,0.1
36,0.07734967,0.391062,0.886740,2.455866,0.491027,val,0.1
37,0.07595088,0.381015,0.889297,2.522262,0.482318,val,0.1
38,0.07452372,0.370887,0.892165,2.501268,0.489246,val,0.1
39,0.07306975,0.360810,0.895305,2.355671,0.487914,val,0.1
40,0.07159056,0.352129,0.897650,2.325274,0.504446,val,0.1
41,0.07008776,0.339411,0.901108,2.378256,0.504228,val,0.1
42,0.06856301,0.333396,0.903495,2.363773,0.493945,val,0.1
43,0.06701796,0.319901,0.907262,2.343363,0.496967,val,0.1
44,0.06545430,0.312189,0.909938,2.391524,0.496484,val,0.1
45,0.06387376,0.300837,0.912680,2.349598,0.507721,val,0.1
46,0.06227805,0.290948,0.916030,2.346780,0.501735,val,0.1
47,0.06066892,0.282643,0.918140,2.375959,0.498104,val,0.1
48,0.05904812,0.272876,0.921655,2.359741,0.504917,val,0.1
49,0.05741744,0.260965,0.925010,2.239350,0.506342,val,0.1
50,0.05577865,0.250317,0.928648,2.248020,0.514235,val,0.1
51,0.05413355,0.242852,0.930524,2.426125,0.492475,val,0.1
52,0.05248394,0.231042,0.934397,2.201131,0.513890,val,0.1
53,0.05083161,0.219467,0.937653,2.352772,0.508628,val,0.1
54,0.04917839,0.210136,0.940465,2.424813,0.497541,val,0.1
55,0.04752606,0.201278,0.943372,2.135295,0.535777,val,0.1
