epoch,lr,train_loss,train_acc1,train_acc5,eval_loss,eval_acc1,eval_acc5,eval_split
1,0.10000000,3.815518,0.113062,0.332184,3.448165,0.163798,0.451252,val
2,0.09998904,3.053895,0.236188,0.540291,3.003667,0.265545,0.555687,val
3,0.09995615,2.502496,0.341967,0.674970,2.402151,0.369462,0.704033,val
4,0.09990135,2.142600,0.420109,0.752619,2.139644,0.421369,0.753550,val
5,0.09982466,1.902988,0.477209,0.797787,1.995142,0.453826,0.784053,val
6,0.09972612,1.731718,0.518182,0.826470,2.018551,0.465315,0.773748,val
7,0.09960577,1.614237,0.544966,0.846463,1.940752,0.476436,0.788385,val
8,0.09946367,1.523785,0.569580,0.863375,1.817636,0.511834,0.822668,val
9,0.09929987,1.455246,0.584803,0.871952,1.748941,0.520060,0.829216,val
10,0.09911445,1.402941,0.597881,0.878134,1.701853,0.544198,0.838316,val
11,0.09890749,1.351310,0.612990,0.888623,1.823912,0.515533,0.820198,val
12,0.09867908,1.307659,0.623838,0.895747,1.768338,0.525689,0.831170,val
13,0.09842932,1.268629,0.635589,0.899708,2.030030,0.487546,0.781733,val
14,0.09815831,1.241067,0.641461,0.905256,1.692235,0.548943,0.835214,val
15,0.09786619,1.218862,0.644758,0.906709,1.607909,0.559214,0.851873,val
16,0.09755307,1.184054,0.655910,0.910940,1.830351,0.532732,0.824966,val
17,0.09721910,1.159290,0.661796,0.915912,1.478887,0.592911,0.865269,val
18,0.09686441,1.136246,0.670516,0.917944,1.779516,0.540694,0.837270,val
19,0.09648918,1.121150,0.672578,0.918916,1.688808,0.560237,0.843991,val
20,0.09609355,1.096914,0.680413,0.922277,1.726912,0.543784,0.841372,val
21,0.09567771,1.085719,0.681801,0.924911,1.654315,0.563534,0.849184,val
22,0.09524183,1.070020,0.685850,0.926526,1.590851,0.571565,0.859789,val
23,0.09478611,1.051716,0.691813,0.928112,1.693002,0.564798,0.842429,val
24,0.09431075,1.035955,0.695774,0.930906,1.782009,0.539396,0.821519,val
25,0.09381595,1.022630,0.695534,0.932972,1.731079,0.547289,0.837833,val
26,0.09330194,1.013224,0.701956,0.933858,1.472277,0.596875,0.863764,val
27,0.09276894,0.993179,0.705729,0.936442,1.915017,0.536190,0.823575,val
28,0.09221717,0.984269,0.708511,0.936819,1.650496,0.566613,0.847771,val
29,0.09164690,0.972901,0.712649,0.939628,1.845822,0.532284,0.826436,val
30,0.09105835,0.959437,0.716698,0.938967,1.575889,0.600322,0.864131,val
31,0.09045180,0.952706,0.717196,0.940999,1.527708,0.596680,0.864993,val
32,0.08982751,0.941212,0.719862,0.942982,2.002451,0.516452,0.802022,val
33,0.08918575,0.925839,0.724015,0.944494,1.573746,0.597576,0.867084,val
34,0.08852681,0.919004,0.725902,0.944595,1.542801,0.589028,0.863672,val
35,0.08785097,0.908275,0.728054,0.946358,1.555030,0.596186,0.870347,val
36,0.08715853,0.895491,0.732533,0.947983,1.885726,0.543164,0.817199,val
37,0.08644979,0.891088,0.733342,0.947406,1.614323,0.571347,0.858318,val
38,0.08572506,0.882538,0.731482,0.950000,1.412049,0.621071,0.879297,val
39,0.08498467,0.864330,0.741872,0.952190,1.515349,0.596967,0.873736,val
40,0.08422893,0.853305,0.745756,0.952590,1.511949,0.605296,0.867647,val
41,0.08345818,0.849493,0.742609,0.953438,1.527113,0.602987,0.875701,val
42,0.08267276,0.837920,0.750617,0.953912,1.565487,0.583904,0.869773,val
43,0.08187301,0.826725,0.754661,0.955231,1.578164,0.585053,0.857755,val
44,0.08105928,0.826591,0.750641,0.955892,1.542408,0.599713,0.873483,val
45,0.08023193,0.808738,0.756404,0.958393,1.509097,0.613454,0.872679,val
46,0.07939132,0.794962,0.759159,0.958129,1.514270,0.604308,0.864568,val
47,0.07853782,0.788563,0.763805,0.959364,1.393818,0.630905,0.881618,val
48,0.07767181,0.784533,0.764010,0.960126,1.635322,0.583387,0.857169,val
49,0.07679366,0.774063,0.768096,0.961507,1.512211,0.604607,0.869750,val
50,0.07590376,0.762494,0.768244,0.963448,1.649588,0.581434,0.851413,val
51,0.07500250,0.753519,0.772565,0.962965,1.405241,0.635938,0.885352,val
52,0.07409027,0.743507,0.775137,0.963828,1.488484,0.616544,0.884226,val
53,0.07316749,0.726735,0.779371,0.966570,1.634891,0.581733,0.864040,val
54,0.07223454,0.714464,0.782387,0.966318,1.538084,0.609490,0.876126,val
55,0.07129184,0.704992,0.787339,0.967381,1.698197,0.583824,0.856951,val
56,0.07033980,0.710655,0.783908,0.967517,1.441812,0.633134,0.881445,val
57,0.06937884,0.696614,0.785600,0.968755,1.563859,0.609226,0.868670,val
58,0.06840939,0.669770,0.796651,0.971584,1.527963,0.616498,0.875023,val
59,0.06743186,0.677128,0.794059,0.971130,1.467141,0.618290,0.876252,val
60,0.06644669,0.652657,0.799094,0.973510,1.462569,0.628527,0.880159,val
61,0.06545430,0.640395,0.803824,0.973470,1.617376,0.612557,0.867096,val
62,0.06445514,0.622465,0.809087,0.974851,1.556898,0.622863,0.869945,val
63,0.06344965,0.628644,0.805368,0.975317,1.522145,0.625678,0.867969,val
64,0.06243825,0.609664,0.811940,0.976338,1.449745,0.627976,0.875896,val
65,0.06142140,0.597588,0.814581,0.977593,1.347880,0.654860,0.891579,val
66,0.06039954,0.584004,0.818157,0.979830,1.390233,0.643624,0.884789,val
67,0.05937313,0.572376,0.825203,0.980096,1.607387,0.608571,0.866866,val
68,0.05834260,0.567291,0.827326,0.980535,1.421369,0.644049,0.889694,val
69,0.05730842,0.547544,0.830746,0.981199,1.555051,0.618302,0.879733,val
70,0.05627104,0.546526,0.831696,0.981771,1.523489,0.624437,0.875873,val
71,0.05523090,0.527959,0.838068,0.982580,1.408685,0.637190,0.887845,val
72,0.05418847,0.508277,0.843375,0.984518,1.404273,0.644945,0.890694,val
73,0.05314421,0.500948,0.845316,0.984511,1.492985,0.640200,0.883261,val
74,0.05209857,0.492131,0.849982,0.985038,1.599838,0.618026,0.879550,val
75,0.05105202,0.476923,0.851876,0.986594,1.521618,0.639143,0.879159,val
76,0.05000500,0.475165,0.853659,0.987154,1.673258,0.619278,0.865131,val
77,0.04895798,0.460538,0.856687,0.987221,1.460846,0.645933,0.891510,val
78,0.04791143,0.435620,0.864697,0.989524,1.511156,0.632721,0.877275,val
79,0.04686579,0.428301,0.867853,0.989347,1.498134,0.641946,0.889189,val
80,0.04582153,0.414309,0.872048,0.989827,1.480251,0.640372,0.880676,val
81,0.04477910,0.402279,0.875074,0.991270,1.472860,0.632893,0.882330,val
82,0.04373896,0.376955,0.883150,0.992188,1.432189,0.647254,0.893980,val
83,0.04270158,0.378202,0.882909,0.992641,1.481795,0.645416,0.883548,val
84,0.04166740,0.355255,0.890036,0.993453,1.503972,0.642383,0.882881,val
85,0.04063687,0.353652,0.889609,0.993507,1.534484,0.627585,0.880756,val
86,0.03961046,0.335321,0.896613,0.993786,1.411364,0.663442,0.892463,val
87,0.03858860,0.325514,0.899113,0.995428,1.589490,0.646737,0.884134,val
88,0.03757175,0.325873,0.899180,0.994671,1.386944,0.664798,0.898909,val
89,0.03656035,0.299446,0.907266,0.995916,1.322293,0.682341,0.903550,val
90,0.03555486,0.268623,0.919609,0.996765,1.411045,0.668118,0.890407,val
91,0.03455570,0.262281,0.919665,0.996898,1.360102,0.671714,0.905227,val
92,0.03356331,0.252982,0.923784,0.997319,1.454969,0.656181,0.889798,val
93,0.03257814,0.249356,0.925305,0.997203,1.382201,0.672036,0.900425,val
94,0.03160061,0.235317,0.930062,0.997958,1.461680,0.661880,0.897886,val
95,0.03063116,0.218958,0.933532,0.998069,1.375309,0.665947,0.902516,val
96,0.02967020,0.218691,0.933983,0.998113,1.376476,0.667659,0.895657,val
97,0.02871816,0.197897,0.943877,0.998224,1.302408,0.694233,0.907043,val
98,0.02777546,0.182961,0.946299,0.998535,1.441477,0.669933,0.892705,val
99,0.02684251,0.172412,0.950215,0.999001,1.339150,0.683169,0.901988,val
100,0.02591973,0.158316,0.955204,0.999028,1.290849,0.697036,0.908088,val
101,0.02500750,0.139704,0.961002,0.999600,1.339702,0.688856,0.901712,val
102,0.02410624,0.127741,0.965053,0.999356,1.239164,0.706618,0.914855,val
103,0.02321634,0.120911,0.967660,0.999423,1.237015,0.703091,0.907479,val
104,0.02233819,0.111026,0.971495,0.999600,1.224636,0.712741,0.919370,val
105,0.02147218,0.106119,0.972972,0.999689,1.296831,0.699115,0.908847,val
106,0.02061868,0.101644,0.974612,0.999756,1.303160,0.701723,0.906549,val
107,0.01977807,0.083207,0.979995,0.999800,1.228298,0.717567,0.912385,val
