epoch,lr,train_loss,train_acc1,eval_loss,eval_acc1,eval_split,val_split
1,0.00010000,2.469757,0.262449,2.234839,0.309975,val,0.05
2,0.02008000,1.111399,0.632563,1.535340,0.627644,val,0.05
3,0.04006000,0.510366,0.839121,1.593355,0.674638,val,0.05
4,0.06004000,0.323809,0.895947,1.451578,0.673542,val,0.05
5,0.08002000,0.296916,0.904496,1.454360,0.688548,val,0.05
6,0.10000000,0.336452,0.892071,1.338689,0.659013,val,0.05
7,0.09997267,0.279073,0.910238,1.579925,0.638267,val,0.05
8,0.09989069,0.258141,0.915732,1.477711,0.670351,val,0.05
9,0.09975417,0.251045,0.917355,1.822379,0.633861,val,0.05
10,0.09956325,0.248220,0.918432,1.627567,0.644245,val,0.05
11,0.09931813,0.233982,0.922507,1.393809,0.665849,val,0.05
12,0.09901910,0.230836,0.923634,1.451462,0.677544,val,0.05
13,0.09866646,0.227379,0.924595,1.839393,0.639958,val,0.05
14,0.09826062,0.227561,0.924615,1.415564,0.687548,val,0.05
15,0.09780201,0.214931,0.928577,1.475537,0.668159,val,0.05
16,0.09729113,0.224430,0.924928,1.705534,0.653273,val,0.05
17,0.09672855,0.209412,0.928736,1.581490,0.653892,val,0.05
18,0.09611488,0.213169,0.927855,1.495134,0.685118,val,0.05
19,0.09545078,0.206878,0.930427,1.608332,0.638148,val,0.05
20,0.09473699,0.208695,0.930027,1.669565,0.621070,val,0.05
21,0.09397429,0.201826,0.931961,1.675132,0.673042,val,0.05
22,0.09316351,0.199929,0.931951,1.506012,0.689882,val,0.05
23,0.09230553,0.197130,0.932573,1.512373,0.675114,val,0.05
24,0.09140130,0.191364,0.934868,1.372109,0.679140,val,0.05
25,0.09045180,0.195346,0.933252,1.717611,0.625810,val,0.05
26,0.08945808,0.187895,0.935648,1.644557,0.670232,val,0.05
27,0.08842121,0.189156,0.935646,1.489676,0.689525,val,0.05
28,0.08734234,0.185580,0.935992,1.686379,0.636314,val,0.05
29,0.08622264,0.182174,0.937162,1.576280,0.676472,val,0.05
30,0.08506333,0.177934,0.938418,1.707211,0.660347,val,0.05
31,0.08386569,0.173772,0.939634,1.713005,0.644007,val,0.05
32,0.08263103,0.174487,0.939872,1.573502,0.659870,val,0.05
33,0.08136068,0.172864,0.939875,1.729561,0.647532,val,0.05
34,0.08005605,0.169626,0.940648,1.424701,0.683427,val,0.05
35,0.07871856,0.172441,0.940270,1.631415,0.651200,val,0.05
36,0.07734967,0.112982,0.957871,1.451090,0.699528,val,0.05
37,0.07595088,0.226283,0.924216,1.349490,0.702696,val,0.05
38,0.07452372,0.170394,0.940754,1.636917,0.656083,val,0.05
39,0.07306975,0.139151,0.950710,1.450183,0.681831,val,0.05
40,0.07159056,0.177941,0.938020,1.498470,0.688786,val,0.05
41,0.07008776,0.093453,0.963857,1.446759,0.687429,val,0.05
42,0.06856301,0.239015,0.921346,1.485616,0.661681,val,0.05
43,0.06701796,0.100173,0.962081,1.280753,0.700624,val,0.05
44,0.06545430,0.219038,0.926693,1.459329,0.678044,val,0.05
45,0.06387376,0.114181,0.958078,1.764982,0.664015,val,0.05
46,0.06227805,0.163097,0.942687,1.416776,0.699647,val,0.05
47,0.06066892,0.083690,0.966192,1.251883,0.700624,val,0.05
48,0.05904812,0.230303,0.923061,1.410621,0.683784,val,0.05
49,0.05741744,0.106175,0.960438,1.289879,0.700743,val,0.05
50,0.05577865,0.081344,0.967584,1.238929,0.709651,val,0.05
51,0.05413355,0.237736,0.922010,1.331039,0.679878,val,0.05
52,0.05248394,0.088987,0.965096,1.298380,0.697694,val,0.05
53,0.05083161,0.077589,0.968935,1.557415,0.626072,val,0.05
54,0.04917839,0.223844,0.925388,1.331949,0.699409,val,0.05
55,0.04752606,0.077558,0.968728,1.225885,0.713438,val,0.05
56,0.04587645,0.109490,0.959225,1.911555,0.518555,val,0.05
57,0.04423135,0.181796,0.938927,1.391366,0.707341,val,0.05
58,0.04259256,0.072401,0.970450,1.250018,0.702577,val,0.05
59,0.04096188,0.068024,0.972156,1.303023,0.689525,val,0.05
60,0.03934108,0.205478,0.931901,1.312487,0.693431,val,0.05
61,0.03773195,0.071156,0.970680,1.197707,0.705388,val,0.05
62,0.03613624,0.064039,0.973487,1.173760,0.711604,val,0.05
63,0.03455570,0.157750,0.945869,1.465584,0.637052,val,0.05
64,0.03299204,0.114630,0.958797,1.332783,0.698671,val,0.05
65,0.03144699,0.064104,0.973425,1.251346,0.703316,val,0.05
66,0.02992224,0.059525,0.975504,1.176942,0.719298,val,0.05
67,0.02841944,0.061213,0.975730,1.347006,0.659251,val,0.05
68,0.02694025,0.178819,0.940168,1.284431,0.700386,val,0.05
69,0.02548628,0.059696,0.974908,1.197759,0.716249,val,0.05
70,0.02405912,0.051620,0.978319,1.211772,0.716249,val,0.05
71,0.02266033,0.050870,0.979508,1.203747,0.701362,val,0.05
72,0.02129144,0.107634,0.963008,1.422058,0.678901,val,0.05
73,0.01995395,0.090367,0.966819,1.291191,0.702577,val,0.05
74,0.01864932,0.050423,0.978773,1.209197,0.707460,val,0.05
75,0.01737897,0.044412,0.981201,1.166493,0.717345,val,0.05
76,0.01614431,0.039874,0.983562,1.224282,0.702696,val,0.05
77,0.01494667,0.037095,0.984736,1.228432,0.700505,val,0.05
78,0.01378736,0.040551,0.983679,1.242636,0.707460,val,0.05
79,0.01266766,0.038048,0.984765,1.242358,0.699528,val,0.05
80,0.01158879,0.033353,0.986600,1.206745,0.711485,val,0.05
81,0.01055192,0.031954,0.986903,1.200440,0.717464,val,0.05
82,0.00955820,0.029567,0.987584,1.218089,0.707460,val,0.05
83,0.00860870,0.026049,0.988949,1.204314,0.709651,val,0.05
84,0.00770447,0.025416,0.989042,1.167594,0.710509,val,0.05
85,0.00684649,0.023876,0.989646,1.181568,0.707579,val,0.05
86,0.00603571,0.022681,0.990189,1.173974,0.714534,val,0.05
87,0.00527301,0.021902,0.990378,1.180845,0.713558,val,0.05
88,0.00455922,0.021045,0.990581,1.178638,0.709651,val,0.05
89,0.00389512,0.020687,0.990784,1.169921,0.712581,val,0.05
90,0.00328145,0.019925,0.991263,1.158319,0.721489,val,0.05
91,0.00271887,0.019354,0.991258,1.159010,0.718440,val,0.05
92,0.00220799,0.018743,0.991599,1.169804,0.718679,val,0.05
93,0.00174938,0.018172,0.992100,1.165481,0.718440,val,0.05
94,0.00134354,0.017563,0.992246,1.168200,0.716487,val,0.05
95,0.00099090,0.017058,0.992329,1.168273,0.719655,val,0.05
