config_hash,mean_oof_accuracy,mean_oof_auroc,mean_oof_brier_score,mean_oof_log_loss,trial_id
354ca6feacef,0.7202643171806168,0.7804725677778865,0.19060877638309712,0.5666533924980729,0
7c59726bbed7,0.7437591776798825,0.8231081507602226,0.17166260894961288,0.5164076639302116,1
82b32145aee9,0.6953010279001468,0.7549896061209609,0.20043932465332126,0.5870604575963486,2
85cf0b952ae3,0.7327459618208517,0.8068175139582723,0.17877290921511707,0.5338400907047787,3
