accuracy_at_minimum_validation_log_loss,auroc_at_minimum_validation_log_loss,best_epoch,brier_at_minimum_validation_log_loss,ece_at_minimum_validation_log_loss,epoch_at_minimum_validation_log_loss,epochs_completed,fold,minimum_validation_log_loss,research_valid
0.717948717948718,0.8343089430894308,18,0.168238246923335,0.0654258484115057,18,33,0,0.5003589893819828,True
0.7362637362637363,0.816910569105691,27,0.1747313919389076,0.0677457980438129,27,42,1,0.5442117981283628,True
0.7536764705882353,0.819555846565177,23,0.172869963775245,0.0517775327240261,23,38,2,0.5111972396373993,True
0.7463235294117647,0.800949418890162,12,0.1824174029614362,0.075495417088952,12,27,3,0.5401208602934428,True
0.7647058823529411,0.8494570851748786,20,0.1600573464250116,0.0756623405684382,20,35,4,0.4861062136082164,True
